Species1GeneID	Species1ProteinID	Species1GeneName	Species2GeneID	Species2ProteinID	Species2GeneName
ENSG00000092531	ENSP00000249647	SNAP23	ENSDARG00000012874	ENSDARP00000155545	snap23.1
ENSG00000129048	ENSP00000249887	ACKR4	ENSDARG00000078729	ENSDARP00000116973	ACKR4
ENSG00000129071	ENSP00000249910	MBD4	ENSDARG00000110298	ENSDARP00000145483	mbd4
ENSG00000129152	ENSP00000250003	MYOD1	ENSDARG00000030110	ENSDARP00000009713	MYOD1
ENSG00000129173	ENSP00000250024	E2F8	ENSDARG00000057323	ENSDARP00000105923	E2F8
ENSG00000129235	ENSP00000250101	TXNDC17	ENSDARG00000058079	ENSDARP00000075336	TXNDC17
ENSG00000129255	ENSP00000250124	MPDU1	ENSDARG00000040265	ENSDARP00000058907	MPDU1
ENSG00000104415	ENSP00000250160	CCN4	ENSDARG00000076685	ENSDARP00000099684	CCN4
ENSG00000213339	ENSP00000250237	QTRT1	ENSDARG00000043105	ENSDARP00000063286	QTRT1
ENSG00000105472	ENSP00000250340	CLEC11A	ENSDARG00000079107	ENSDARP00000137337	clec11a
ENSG00000129514	ENSP00000250448	FOXA1	ENSDARG00000102138	ENSDARP00000137654	FOXA1
ENSG00000129518	ENSP00000250454	EAPP	ENSDARG00000017272	ENSDARP00000018505	EAPP
ENSG00000129521	ENSP00000250457	EGLN3	ENSDARG00000032553	ENSDARP00000124991	EGLN3
ENSG00000129562	ENSP00000250498	DAD1	ENSDARG00000102105	ENSDARP00000132059	DAD1
ENSG00000129596	ENSP00000250535	CDO1	ENSDARG00000099389	ENSDARP00000137807	CDO1
ENSG00000127314	ENSP00000250559	RAP1B	ENSDARG00000008867	ENSDARP00000114387	rap1b
ENSG00000129673	ENSP00000250615	AANAT	ENSDARG00000036567	ENSDARP00000053125	AANAT
ENSG00000092345	ENSP00000250863	DAZL	ENSDARG00000036214	ENSDARP00000113712	DAZL
ENSG00000100722	ENSP00000251038	ZC3H14	ENSDARG00000041402	ENSDARP00000060694	zc3h14
ENSG00000074695	ENSP00000251047	LMAN1	ENSDARG00000069980	ENSDARP00000149320	LMAN1
ENSG00000102543	ENSP00000251108	CDADC1	ENSDARG00000036650	ENSDARP00000124195	CDADC1
ENSG00000103544	ENSP00000251143	VPS35L	ENSDARG00000020041	ENSDARP00000052536	VPS35L
ENSG00000105429	ENSP00000251268	MEGF8	ENSDARG00000079751	ENSDARP00000118079	MEGF8
ENSG00000103245	ENSP00000251588	CIAO3	ENSDARG00000062216	ENSDARP00000084112	CIAO3
ENSG00000112379	ENSP00000251691	ARFGEF3	ENSDARG00000077656	ENSDARP00000146075	ARFGEF3
ENSG00000114520	ENSP00000251775	SNX4	ENSDARG00000022659	ENSDARP00000033122	SNX4
ENSG00000100364	ENSP00000251993	KIAA0930	ENSDARG00000068830	ENSDARP00000133662	KIAA0930
ENSG00000088854	ENSP00000252032	DNAAF9	ENSDARG00000079056	ENSDARP00000102078	dnaaf9
ENSG00000077800	ENSP00000252037	FKBP6	ENSDARG00000030133	ENSDARP00000047357	FKBP6
ENSG00000113119	ENSP00000252100	TMCO6	ENSDARG00000111305	ENSDARP00000155431	
ENSG00000131495	ENSP00000252102	NDUFA2	ENSDARG00000021984	ENSDARP00000031098	NDUFA2
ENSG00000130054	ENSP00000252338	NALF2	ENSDARG00000060152	ENSDARP00000078899	NALF2
ENSG00000130176	ENSP00000252456	CNN1	ENSDARG00000102398	ENSDARP00000134744	CNN1
ENSG00000130202	ENSP00000252483	NECTIN2	ENSDARG00000062831	ENSDARP00000085674	si:ch73-22o12.1
ENSG00000130203	ENSP00000252486	APOE	ENSDARG00000040295	ENSDARP00000058964	apoeb
ENSG00000151360	ENSP00000252505	ALLC	ENSDARG00000042562	ENSDARP00000062428	ALLC
ENSG00000130300	ENSP00000252590	PLVAP	ENSDARG00000076972	ENSDARP00000075680	plvapa
ENSG00000130313	ENSP00000252603	PGLS	ENSDARG00000021233	ENSDARP00000113038	PGLS
ENSG00000130332	ENSP00000252622	LSM7	ENSDARG00000058328	ENSDARP00000075631	LSM7
ENSG00000130385	ENSP00000252677	BMP15	ENSDARG00000037491	ENSDARP00000054590	bmp15
ENSG00000130427	ENSP00000252723	EPO	ENSDARG00000055163	ENSDARP00000100433	epoa
ENSG00000130433	ENSP00000252729	CACNG6	ENSDARG00000046079	ENSDARP00000067740	cacng6b
ENSG00000130522	ENSP00000252818	JUND	ENSDARG00000067850	ENSDARP00000088526	JUND
ENSG00000130528	ENSP00000252825	HRC	ENSDARG00000045947	ENSDARP00000126909	hrc
ENSG00000130638	ENSP00000252934	ATXN10	ENSDARG00000008439	ENSDARP00000155678	atxn10
ENSG00000130695	ENSP00000252992	CEP85	ENSDARG00000060215	ENSDARP00000119133	CEP85
ENSG00000130700	ENSP00000252997	GATA5	ENSDARG00000017821	ENSDARP00000026381	GATA5
ENSG00000130701	ENSP00000252998	RBBP8NL	ENSDARG00000087032	ENSDARP00000122644	rbbp8l
ENSG00000130707	ENSP00000253004	ASS1	ENSDARG00000103044	ENSDARP00000140635	ASS1
ENSG00000130711	ENSP00000253008	PRDM12	ENSDARG00000007430	ENSDARP00000015394	PRDM12
ENSG00000130725	ENSP00000253023	UBE2M	ENSDARG00000101521	ENSDARP00000138225	UBE2M
ENSG00000130748	ENSP00000253047	TMEM160	ENSDARG00000069649	ENSDARP00000121630	TMEM160
ENSG00000130749	ENSP00000253048	ZC3H4	ENSDARG00000078355	ENSDARP00000097865	ZC3H4
ENSG00000130783	ENSP00000253079	CCDC62	ENSDARG00000111759	ENSDARP00000155281	ccdc62
ENSG00000130810	ENSP00000253107	PPAN	ENSDARG00000022232	ENSDARP00000038241	PPAN
ENSG00000130811	ENSP00000253108	EIF3G	ENSDARG00000016889	ENSDARP00000027672	EIF3G
ENSG00000130813	ENSP00000253110	SHFL	ENSDARG00000052176	ENSDARP00000068467	SHFL
ENSG00000130921	ENSP00000253233	MTRFR	ENSDARG00000112492	ENSDARP00000155050	
ENSG00000130935	ENSP00000253247	NOL11	ENSDARG00000026767	ENSDARP00000032159	nol11
ENSG00000130958	ENSP00000253270	SLC35D2	ENSDARG00000089837	ENSDARP00000108605	SLC35D2
ENSG00000130988	ENSP00000253303	RGN	ENSDARG00000098645	ENSDARP00000130159	RGN
ENSG00000131016	ENSP00000253332	AKAP12	ENSDARG00000110544	ENSDARP00000151035	akap12b
ENSG00000131100	ENSP00000253413	ATP6V1E1	ENSDARG00000030694	ENSDARP00000050220	atp6v1e1b
ENSG00000131148	ENSP00000253457	EMC8	ENSDARG00000017093	ENSDARP00000013605	EMC8
ENSG00000131153	ENSP00000253462	GINS2	ENSDARG00000002304	ENSDARP00000035433	GINS2
ENSG00000131351	ENSP00000253669	HAUS8	ENSDARG00000109646	ENSDARP00000145938	haus8
ENSG00000131375	ENSP00000253693	CAPN7	ENSDARG00000102987	ENSDARP00000131050	CAPN7
ENSG00000131435	ENSP00000253754	PDLIM4	ENSDARG00000068973	ENSDARP00000090750	pdlim4
ENSG00000131475	ENSP00000253794	VPS25	ENSDARG00000059079	ENSDARP00000126886	VPS25
ENSG00000131482	ENSP00000253801	G6PC1	ENSDARG00000013721	ENSDARP00000086301	G6PC1
ENSG00000131634	ENSP00000253934	TMEM204	ENSDARG00000045273	ENSDARP00000096435	TMEM204
ENSG00000131668	ENSP00000253968	BARX1	ENSDARG00000007407	ENSDARP00000014797	BARX1
ENSG00000131876	ENSP00000254193	SNRPA1	ENSDARG00000024651	ENSDARP00000107467	SNRPA1
ENSG00000131910	ENSP00000254227	NR0B2	ENSDARG00000044685	ENSDARP00000124074	NR0B2
ENSG00000131914	ENSP00000254231	LIN28A	ENSDARG00000016999	ENSDARP00000150782	LIN28A
ENSG00000131931	ENSP00000254250	THAP1	ENSDARG00000059020	ENSDARP00000153042	thap1
ENSG00000131966	ENSP00000254286	ACTR10	ENSDARG00000038432	ENSDARP00000090111	ACTR10
ENSG00000131981	ENSP00000254301	LGALS3	ENSDARG00000044001	ENSDARP00000064596	lgals3b
ENSG00000132002	ENSP00000254322	DNAJB1	ENSDARG00000099383	ENSDARP00000141952	dnajb1a
ENSG00000091157	ENSP00000254442	WDR7	ENSDARG00000100274	ENSDARP00000154591	WDR7
ENSG00000132196	ENSP00000254521	HSD17B7	ENSDARG00000088140	ENSDARP00000098015	HSD17B7
ENSG00000132205	ENSP00000254528	EMILIN2	ENSDARG00000061196	ENSDARP00000081460	EMILIN2
ENSG00000179532	ENSP00000254579	DNHD1	ENSDARG00000058416	ENSDARP00000146298	dnhd1
ENSG00000132275	ENSP00000254605	RRP8	ENSDARG00000071652	ENSDARP00000128801	rrp8
ENSG00000132300	ENSP00000254630	PTCD3	ENSDARG00000103856	ENSDARP00000135512	ptcd3
ENSG00000132323	ENSP00000254654	ILKAP	ENSDARG00000040615	ENSDARP00000104731	ILKAP
ENSG00000132329	ENSP00000254661	RAMP1	ENSDARG00000116395	ENSDARP00000144712	ramp1
ENSG00000132383	ENSP00000254719	RPA1	ENSDARG00000003938	ENSDARP00000029067	RPA1
ENSG00000132386	ENSP00000254722	SERPINF1	ENSDARG00000069048	ENSDARP00000090939	serpinf1
ENSG00000132429	ENSP00000254765	POPDC3	ENSDARG00000058551	ENSDARP00000075872	POPDC3
ENSG00000132434	ENSP00000254770	LANCL2	ENSDARG00000045465	ENSDARP00000091190	LANCL2
ENSG00000132463	ENSP00000254799	GRSF1	ENSDARG00000053021	ENSDARP00000124123	grsf1
ENSG00000132467	ENSP00000254803	UTP3	ENSDARG00000056720	ENSDARP00000073711	utp3
ENSG00000132471	ENSP00000254806	WBP2	ENSDARG00000056605	ENSDARP00000089702	WBP2
ENSG00000132517	ENSP00000254853	SLC52A1	ENSDARG00000102035	ENSDARP00000045674	SLC52A2
ENSG00000132591	ENSP00000254928	ERAL1	ENSDARG00000059887	ENSDARP00000078213	ERAL1
ENSG00000132603	ENSP00000254940	NIP7	ENSDARG00000059075	ENSDARP00000076524	NIP7
ENSG00000132604	ENSP00000254942	TERF2	ENSDARG00000039302	ENSDARP00000057422	terfa
ENSG00000132639	ENSP00000254976	SNAP25	ENSDARG00000020609	ENSDARP00000019054	SNAP25
ENSG00000132693	ENSP00000255030	CRP	ENSDARG00000056462	ENSDARP00000056380	crp2
ENSG00000132768	ENSP00000255108	DPH2	ENSDARG00000078077	ENSDARP00000097722	DPH2
ENSG00000132780	ENSP00000255120	NASP	ENSDARG00000039208	ENSDARP00000117697	NASP
ENSG00000132823	ENSP00000255174	OSER1	ENSDARG00000024669	ENSDARP00000038323	OSER1
ENSG00000132837	ENSP00000255189	DMGDH	ENSDARG00000025703	ENSDARP00000003841	DMGDH
ENSG00000132872	ENSP00000255224	SYT4	ENSDARG00000036505	ENSDARP00000045478	SYT4
ENSG00000132911	ENSP00000255262	NMUR2	ENSDARG00000022570	ENSDARP00000031354	nmur3
ENSG00000132952	ENSP00000255304	USPL1	ENSDARG00000034825	ENSDARP00000043801	uspl1
ENSG00000133027	ENSP00000255389	PEMT	ENSDARG00000103614	ENSDARP00000132700	pemt
ENSG00000133028	ENSP00000255390	SCO1	ENSDARG00000067593	ENSDARP00000088082	SCO1
ENSG00000133055	ENSP00000255416	MYBPH	ENSDARG00000058799	ENSDARP00000125046	mybpha
ENSG00000133111	ENSP00000255476	RFXAP	ENSDARG00000076891	ENSDARP00000114074	RFXAP
ENSG00000133135	ENSP00000255499	RNF128	ENSDARG00000016867	ENSDARP00000020552	RNF128
ENSG00000133265	ENSP00000255631	HSPBP1	ENSDARG00000102937	ENSDARP00000136523	HSPBP1
ENSG00000133321	ENSP00000255688	PLAAT4	ENSDARG00000093006	ENSDARP00000142578	rarres3
ENSG00000100147	ENSP00000255784	CCDC134	ENSDARG00000103285	ENSDARP00000135836	CCDC134
ENSG00000133606	ENSP00000255977	MKRN1	ENSDARG00000041665	ENSDARP00000061069	mkrn1
ENSG00000133636	ENSP00000256010	NTS	ENSDARG00000057887	ENSDARP00000075084	NTS
ENSG00000133639	ENSP00000256015	BTG1	ENSDARG00000027249	ENSDARP00000031665	BTG1
ENSG00000133703	ENSP00000256078	KRAS	ENSDARG00000010844	ENSDARP00000147703	kras
ENSG00000133773	ENSP00000256151	CCDC59	ENSDARG00000045755	ENSDARP00000119374	CCDC59
ENSG00000133800	ENSP00000256178	LYVE1	ENSDARG00000075833	ENSDARP00000104347	lyve1a
ENSG00000133874	ENSP00000256257	RNF122	ENSDARG00000102075	ENSDARP00000139712	RNF122
ENSG00000133878	ENSP00000256261	DUSP26	ENSDARG00000103752	ENSDARP00000131844	DUSP26
ENSG00000133935	ENSP00000256319	ERG28	ENSDARG00000111290	ENSDARP00000149428	ERG28
ENSG00000133943	ENSP00000256324	DGLUCY	ENSDARG00000005179	ENSDARP00000138808	DGLUCY
ENSG00000133980	ENSP00000256362	VRTN	ENSDARG00000115943	ENSDARP00000147246	vrtn
ENSG00000213463	ENSP00000256366	SYNJ2BP	ENSDARG00000028321	ENSDARP00000033740	synj2bp
ENSG00000133985	ENSP00000256367	TTC9	ENSDARG00000074363	ENSDARP00000146325	TTC9
ENSG00000134014	ENSP00000256398	ELP3	ENSDARG00000042005	ENSDARP00000113240	ELP3
ENSG00000134020	ENSP00000256404	PEBP4	ENSDARG00000107065	ENSDARP00000144688	
ENSG00000134057	ENSP00000256442	CCNB1	ENSDARG00000051923	ENSDARP00000063356	CCNB1
ENSG00000134061	ENSP00000256447	CD180	ENSDARG00000093750	ENSDARP00000116931	CD180
ENSG00000134107	ENSP00000256495	BHLHE40	ENSDARG00000004060	ENSDARP00000023917	BHLHE40
ENSG00000134108	ENSP00000256496	ARL8B	ENSDARG00000006915	ENSDARP00000019311	ARL8B
ENSG00000134109	ENSP00000256497	EDEM1	ENSDARG00000025094	ENSDARP00000120614	EDEM1
ENSG00000134146	ENSP00000256538	DPH6	ENSDARG00000042839	ENSDARP00000106089	DPH6
ENSG00000134152	ENSP00000256544	KATNBL1	ENSDARG00000042522	ENSDARP00000062349	KATNBL1
ENSG00000134153	ENSP00000256545	EMC7	ENSDARG00000012144	ENSDARP00000024849	EMC7
ENSG00000134202	ENSP00000256594	GSTM3	ENSDARG00000029473	ENSDARP00000098279	GSTM3
ENSG00000134253	ENSP00000256649	TRIM45	ENSDARG00000076781	ENSDARP00000130751	TRIM45
ENSG00000134326	ENSP00000256722	CMPK2	ENSDARG00000031359	ENSDARP00000113379	CMPK2
ENSG00000134363	ENSP00000256759	FST	ENSDARG00000113185	ENSDARP00000136983	
ENSG00000134440	ENSP00000256854	NARS1	ENSDARG00000061100	ENSDARP00000121524	NARS1
ENSG00000134443	ENSP00000256857	GRP	ENSDARG00000043074	ENSDARP00000063243	grp
ENSG00000134508	ENSP00000256925	CABLES1	ENSDARG00000099395	ENSDARP00000140841	cables1
ENSG00000134533	ENSP00000256953	RERG	ENSDARG00000104632	ENSDARP00000143176	RERG
ENSG00000134548	ENSP00000256969	SPX	ENSDARG00000056859	ENSDARP00000073885	spx
ENSG00000134748	ENSP00000257181	PRPF38A	ENSDARG00000039213	ENSDARP00000057289	PRPF38A
ENSG00000134765	ENSP00000257198	DSC1	ENSDARG00000039677	ENSDARP00000090832	dsc2l
ENSG00000134809	ENSP00000257245	TIMM10	ENSDARG00000069116	ENSDARP00000091094	TIMM10
ENSG00000134817	ENSP00000257254	APLNR	ENSDARG00000002172	ENSDARP00000068614	aplnra
ENSG00000174799	ENSP00000257287	CEP135	ENSDARG00000002991	ENSDARP00000107420	cep135
ENSG00000134905	ENSP00000257347	CARS2	ENSDARG00000078546	ENSDARP00000103031	cars2
ENSG00000135046	ENSP00000257497	ANXA1	ENSDARG00000026726	ENSDARP00000028837	ANXA1
ENSG00000135093	ENSP00000257548	USP30	ENSDARG00000056842	ENSDARP00000073858	USP30
ENSG00000135097	ENSP00000257552	MSI1	ENSDARG00000010710	ENSDARP00000088198	MSI1
ENSG00000186088	ENSP00000257626	GSAP	ENSDARG00000045481	ENSDARP00000115872	GSAP
ENSG00000135175	ENSP00000257627	OCM2	ENSDARG00000037790	ENSDARP00000055063	pvalb8
ENSG00000135211	ENSP00000257663	TMEM60	ENSDARG00000109362	ENSDARP00000147460	tmem60
ENSG00000135241	ENSP00000257694	PNPLA8	ENSDARG00000078745	ENSDARP00000100874	PNPLA8
ENSG00000135249	ENSP00000257700	RINT1	ENSDARG00000005547	ENSDARP00000045638	RINT1
ENSG00000135318	ENSP00000257770	NT5E	ENSDARG00000071017	ENSDARP00000095510	NT5E
ENSG00000135324	ENSP00000257776	MRAP2	ENSDARG00000074763	ENSDARP00000124181	mrap2a
ENSG00000135334	ENSP00000257787	AKIRIN2	ENSDARG00000058729	ENSDARP00000076084	AKIRIN2
ENSG00000135336	ENSP00000257789	ORC3	ENSDARG00000008805	ENSDARP00000047856	ORC3
ENSG00000135363	ENSP00000257818	LMO2	ENSDARG00000095019	ENSDARP00000115969	LMO2
ENSG00000135372	ENSP00000257829	NAT10	ENSDARG00000054259	ENSDARP00000155105	NAT10
ENSG00000135378	ENSP00000257836	PRRG4	ENSDARG00000030753	ENSDARP00000146449	PRRG4
ENSG00000135406	ENSP00000257860	PRPH	ENSDARG00000028306	ENSDARP00000129087	PRPH
ENSG00000135446	ENSP00000257904	CDK4	ENSDARG00000087937	ENSDARP00000087219	CDK4
ENSG00000135452	ENSP00000257910	TSPAN31	ENSDARG00000074554	ENSDARP00000103343	TSPAN31
ENSG00000135476	ENSP00000257934	ESPL1	ENSDARG00000075354	ENSDARP00000128879	espl1
ENSG00000135482	ENSP00000257940	ZC3H10	ENSDARG00000030335	ENSDARP00000041548	ZC3H10
ENSG00000135577	ENSP00000258042	NMBR	ENSDARG00000054152	ENSDARP00000070784	NMBR
ENSG00000135587	ENSP00000258052	SMPD2	ENSDARG00000052701	ENSDARP00000069090	smpd2b
ENSG00000135624	ENSP00000258091	CCT7	ENSDARG00000007385	ENSDARP00000003107	CCT7
ENSG00000204822	ENSP00000258105	MRPL53	ENSDARG00000008920	ENSDARP00000025933	mrpl53
ENSG00000135638	ENSP00000258106	EMX1	ENSDARG00000039569	ENSDARP00000057809	EMX1
ENSG00000135698	ENSP00000258169	MPHOSPH6	ENSDARG00000093007	ENSDARP00000066986	MPHOSPH6
ENSG00000135722	ENSP00000258200	FBXL8	ENSDARG00000054222	ENSDARP00000070860	fbxl8
ENSG00000135736	ENSP00000258214	CCDC102A	ENSDARG00000003872	ENSDARP00000143218	CCDC102A
ENSG00000135763	ENSP00000258243	URB2	ENSDARG00000003217	ENSDARP00000144441	URB2
ENSG00000135801	ENSP00000258281	TAF5L	ENSDARG00000025808	ENSDARP00000038258	TAF5L
ENSG00000135823	ENSP00000258301	STX6	ENSDARG00000042742	ENSDARP00000062726	STX6
ENSG00000135900	ENSP00000258383	MRPL44	ENSDARG00000094277	ENSDARP00000090374	MRPL44
ENSG00000135902	ENSP00000258385	CHRND	ENSDARG00000019342	ENSDARP00000016537	CHRND
ENSG00000135913	ENSP00000258399	USP37	ENSDARG00000040990	ENSDARP00000110966	USP37
ENSG00000135914	ENSP00000258400	HTR2B	ENSDARG00000115925	ENSDARP00000147603	HTR2B
ENSG00000135925	ENSP00000258411	WNT10A	ENSDARG00000017155	ENSDARP00000005680	WNT10A
ENSG00000135926	ENSP00000258412	TMBIM1	ENSDARG00000058323	ENSDARP00000129430	TMBIM1
ENSG00000135929	ENSP00000258415	CYP27A1	ENSDARG00000069186	ENSDARP00000118414	CYP27A1
ENSG00000135930	ENSP00000258416	EIF4E2	ENSDARG00000038585	ENSDARP00000107220	EIF4E2
ENSG00000135953	ENSP00000258436	MFSD9	ENSDARG00000074728	ENSDARP00000103276	MFSD9
ENSG00000135972	ENSP00000258455	MRPS9	ENSDARG00000061505	ENSDARP00000082215	MRPS9
ENSG00000135973	ENSP00000258456	GPR45	ENSDARG00000063357	ENSDARP00000086969	GPR45
ENSG00000136040	ENSP00000258526	PLXNC1	ENSDARG00000015278	ENSDARP00000115802	PLXNC1
ENSG00000136048	ENSP00000258534	DRAM1	ENSDARG00000045561	ENSDARP00000066996	DRAM1
ENSG00000136114	ENSP00000258613	THSD1	ENSDARG00000112294	ENSDARP00000103048	
ENSG00000136146	ENSP00000258648	MED4	ENSDARG00000041503	ENSDARP00000060839	MED4
ENSG00000136152	ENSP00000258654	COG3	ENSDARG00000101999	ENSDARP00000139109	COG3
ENSG00000136159	ENSP00000258662	NUDT15	ENSDARG00000113961	ENSDARP00000147680	NUDT15
ENSG00000136213	ENSP00000258711	CHST12	ENSDARG00000028786	ENSDARP00000153749	CHST12
ENSG00000136240	ENSP00000258739	KDELR2	ENSDARG00000037361	ENSDARP00000054366	KDELR2
ENSG00000136270	ENSP00000258770	TBRG4	ENSDARG00000074807	ENSDARP00000122165	tbrg4
ENSG00000136271	ENSP00000258772	DDX56	ENSDARG00000020913	ENSDARP00000035846	DDX56
ENSG00000136273	ENSP00000258774	HUS1	ENSDARG00000101611	ENSDARP00000141898	HUS1
ENSG00000136383	ENSP00000258888	ALPK3	ENSDARG00000105630	ENSDARP00000142638	alpk3b
ENSG00000136425	ENSP00000258930	CIB2	ENSDARG00000102820	ENSDARP00000130315	CIB2
ENSG00000136463	ENSP00000258975	TACO1	ENSDARG00000115990	ENSDARP00000154522	
ENSG00000136490	ENSP00000259006	LIMD2	ENSDARG00000078092	ENSDARP00000129170	limd2
ENSG00000136536	ENSP00000259050	MARCHF7	ENSDARG00000057772	ENSDARP00000125719	MARCHF7
ENSG00000241399	ENSP00000259053	CD302	ENSDARG00000086100	ENSDARP00000109636	cd302
ENSG00000136560	ENSP00000259075	TANK	ENSDARG00000067723	ENSDARP00000134987	tank
ENSG00000136718	ENSP00000259239	IMP4	ENSDARG00000054540	ENSDARP00000071213	IMP4
ENSG00000136732	ENSP00000259254	GYPC	ENSDARG00000041546	ENSDARP00000060904	GYPC
ENSG00000136867	ENSP00000259392	SLC31A2	ENSDARG00000076092	ENSDARP00000121272	slc31a2
ENSG00000136874	ENSP00000259400	STX17	ENSDARG00000006869	ENSDARP00000114720	STX17
ENSG00000136928	ENSP00000259455	GABBR2	ENSDARG00000061042	ENSDARP00000081052	GABBR2
ENSG00000136930	ENSP00000259457	PSMB7	ENSDARG00000037962	ENSDARP00000055324	PSMB7
ENSG00000136940	ENSP00000259467	PDCL	ENSDARG00000009480	ENSDARP00000128225	PDCL
ENSG00000136942	ENSP00000259469	RPL35	ENSDARG00000018334	ENSDARP00000018594	RPL35
ENSG00000136943	ENSP00000259470	CTSV	ENSDARG00000007836	ENSDARP00000106602	ctsla
ENSG00000136986	ENSP00000259512	DERL1	ENSDARG00000021905	ENSDARP00000036613	DERL1
ENSG00000137077	ENSP00000259607	CCL21	ENSDARG00000115610	ENSDARP00000155616	ccl25a
ENSG00000137100	ENSP00000259632	DCTN3	ENSDARG00000041363	ENSDARP00000060634	DCTN3
ENSG00000137133	ENSP00000259667	HINT2	ENSDARG00000100938	ENSDARP00000136841	HINT2
ENSG00000137275	ENSP00000259808	RIPK1	ENSDARG00000006677	ENSDARP00000014604	ripk1l
ENSG00000137338	ENSP00000259883	PGBD1	ENSDARG00000100915	ENSDARP00000153408	si:ch211-255f4.7
ENSG00000137393	ENSP00000259939	RNF144B	ENSDARG00000024940	ENSDARP00000034051	rnf144b
ENSG00000137414	ENSP00000259963	FAM8A1	ENSDARG00000004308	ENSDARP00000002079	FAM8A1
ENSG00000137507	ENSP00000260061	LRRC32	ENSDARG00000040621	ENSDARP00000059477	lrrc32
ENSG00000137547	ENSP00000260102	MRPL15	ENSDARG00000101306	ENSDARP00000133244	MRPL15
ENSG00000137561	ENSP00000260116	TTPA	ENSDARG00000027584	ENSDARP00000117556	TTPA
ENSG00000137563	ENSP00000260118	GGH	ENSDARG00000105118	ENSDARP00000139236	zgc:171566
ENSG00000137574	ENSP00000260129	TGS1	ENSDARG00000107511	ENSDARP00000144467	TGS1
ENSG00000149305	ENSP00000260191	HTR3B	ENSDARG00000061749	ENSDARP00000146510	HTR3B
ENSG00000137642	ENSP00000260197	SORL1	ENSDARG00000013892	ENSDARP00000129655	SORL1
ENSG00000137674	ENSP00000260228	MMP20	ENSDARG00000089887	ENSDARP00000128679	mmp20a
ENSG00000137692	ENSP00000260247	DCUN1D5	ENSDARG00000100363	ENSDARP00000137848	DCUN1D5
ENSG00000255561	ENSP00000260257	FDXACB1	ENSDARG00000095750	ENSDARP00000115967	FDXACB1
ENSG00000137709	ENSP00000260264	POU2F3	ENSDARG00000052387	ENSDARP00000146427	pou2f3
ENSG00000137727	ENSP00000260283	ARHGAP20	ENSDARG00000089326	ENSDARP00000112111	arhgap20
ENSG00000137814	ENSP00000260372	HAUS2	ENSDARG00000112078	ENSDARP00000053407	
ENSG00000137822	ENSP00000260383	TUBGCP4	ENSDARG00000005374	ENSDARP00000025789	TUBGCP4
ENSG00000137824	ENSP00000260385	RMDN3	ENSDARG00000116827	ENSDARP00000153576	rmdn3
ENSG00000137825	ENSP00000260386	ITPKA	ENSDARG00000115453	ENSDARP00000147897	itpka
ENSG00000137842	ENSP00000260403	TMEM62	ENSDARG00000053890	ENSDARP00000070483	TMEM62
ENSG00000137880	ENSP00000260447	GCHFR	ENSDARG00000098588	ENSDARP00000135960	GCHFR
ENSG00000138587	ENSP00000260453	MNS1	ENSDARG00000060169	ENSDARP00000109926	MNS1
ENSG00000137936	ENSP00000260502	BCAR3	ENSDARG00000016981	ENSDARP00000104233	BCAR3
ENSG00000137941	ENSP00000260505	TTLL7	ENSDARG00000062973	ENSDARP00000092335	TTLL7
ENSG00000137996	ENSP00000260563	RTCA	ENSDARG00000002215	ENSDARP00000023892	RTCA
ENSG00000138002	ENSP00000260570	IFT172	ENSDARG00000041870	ENSDARP00000061333	IFT172
ENSG00000138018	ENSP00000260585	SELENOI	ENSDARG00000060484	ENSDARP00000079698	SELENOI
ENSG00000138073	ENSP00000260643	PREB	ENSDARG00000101602	ENSDARP00000137671	PREB
ENSG00000138152	ENSP00000260723	BTBD16	ENSDARG00000027710	ENSDARP00000124375	btbd16
ENSG00000138160	ENSP00000260731	KIF11	ENSDARG00000010948	ENSDARP00000006884	kif11
ENSG00000138172	ENSP00000260743	CALHM2	ENSDARG00000039482	ENSDARP00000057685	CALHM2
ENSG00000138175	ENSP00000260746	ARL3	ENSDARG00000071409	ENSDARP00000096322	ARL3
ENSG00000163781	ENSP00000260810	TOPBP1	ENSDARG00000059322	ENSDARP00000153880	TOPBP1
ENSG00000138376	ENSP00000260947	BARD1	ENSDARG00000076733	ENSDARP00000146363	BARD1
ENSG00000138381	ENSP00000260952	ASNSD1	ENSDARG00000000540	ENSDARP00000123026	ASNSD1
ENSG00000138385	ENSP00000260956	SSB	ENSDARG00000029252	ENSDARP00000041626	SSB
ENSG00000182187	ENSP00000260988	CRYGB	ENSDARG00000018797	ENSDARP00000092719	crygmxl1
ENSG00000138435	ENSP00000261007	CHRNA1	ENSDARG00000009021	ENSDARP00000021860	CHRNA1
ENSG00000138442	ENSP00000261015	WDR12	ENSDARG00000003287	ENSDARP00000004327	WDR12
ENSG00000138449	ENSP00000261024	SLC40A1	ENSDARG00000000241	ENSDARP00000000250	SLC40A1
ENSG00000144810	ENSP00000261037	COL8A1	ENSDARG00000003533	ENSDARP00000129340	COL8A1
ENSG00000138463	ENSP00000261038	SLC49A4	ENSDARG00000009783	ENSDARP00000019390	SLC49A4
ENSG00000084463	ENSP00000261167	WBP11	ENSDARG00000099151	ENSDARP00000141076	wbp11
ENSG00000083782	ENSP00000261172	EPYC	ENSDARG00000056950	ENSDARP00000105186	epyc
ENSG00000064102	ENSP00000261191	INTS13	ENSDARG00000011764	ENSDARP00000011401	INTS13
