Species1GeneID	Species1ProteinID	Species1GeneName	Species2GeneID	Species2ProteinID	Species2GeneName
ENSDARG00000056480	ENSDARP00000073441	CPVL	ENSPKIG00000009045	ENSPKIP00000026684	cpvl
ENSDARG00000056504	ENSDARP00000073458	FRG1	ENSPKIG00000024189	ENSPKIP00000008871	frg1
ENSDARG00000056506	ENSDARP00000073470	si:ch73-113g13.2	ENSPKIG00000020464	ENSPKIP00000002640	
ENSDARG00000056509	ENSDARP00000073471	PDIK1L	ENSPKIG00000004508	ENSPKIP00000019276	pdik1l
ENSDARG00000056517	ENSDARP00000073472	THOC3	ENSPKIG00000000208	ENSPKIP00000012406	thoc3
ENSDARG00000020952	ENSDARP00000073505	naaladl1	ENSPKIG00000014715	ENSPKIP00000036007	naaladl1
ENSDARG00000056591	ENSDARP00000073517	gucy1b2	ENSPKIG00000012415	ENSPKIP00000032262	gucy1b2
ENSDARG00000056587	ENSDARP00000073546	CYP2R1	ENSPKIG00000023638	ENSPKIP00000007924	CYP2R1
ENSDARG00000056583	ENSDARP00000073559	NDUFS6	ENSPKIG00000024253	ENSPKIP00000008965	ndufs6
ENSDARG00000056601	ENSDARP00000073572	PLEKHA3	ENSPKIG00000000201	ENSPKIP00000012387	plekha3
ENSDARG00000056609	ENSDARP00000073585	ATAD1	ENSPKIG00000025074	ENSPKIP00000010303	atad1b
ENSDARG00000056620	ENSDARP00000073606	GRPR	ENSPKIG00000021273	ENSPKIP00000003987	GRPR
ENSDARG00000056640	ENSDARP00000073610	RPIA	ENSPKIG00000013993	ENSPKIP00000034813	rpia
ENSDARG00000056642	ENSDARP00000073615	hdac9b	ENSPKIG00000008372	ENSPKIP00000025534	hdac9b
ENSDARG00000056648	ENSDARP00000073621	EXT2	ENSPKIG00000015088	ENSPKIP00000036588	ext2
ENSDARG00000056649	ENSDARP00000073630	HTATSF1	ENSPKIG00000024852	ENSPKIP00000009958	htatsf1
ENSDARG00000056672	ENSDARP00000073658	ABCB8	ENSPKIG00000005114	ENSPKIP00000020303	abcb8
ENSDARG00000056678	ENSDARP00000073663	trim47	ENSPKIG00000022967	ENSPKIP00000006852	trim47
ENSDARG00000056683	ENSDARP00000073666	CDK5	ENSPKIG00000005046	ENSPKIP00000020182	cdk5
ENSDARG00000056473	ENSDARP00000073678	CHAF1B	ENSPKIG00000008763	ENSPKIP00000026196	chaf1b
ENSDARG00000036304	ENSDARP00000073689	dnaaf3l	ENSPKIG00000001861	ENSPKIP00000015016	dnaaf3l
ENSDARG00000056720	ENSDARP00000073711	utp3	ENSPKIG00000012883	ENSPKIP00000033037	utp3
ENSDARG00000056740	ENSDARP00000073739	tmeff1b	ENSPKIG00000006973	ENSPKIP00000023284	tmeff1b
ENSDARG00000056743	ENSDARP00000073748	cavin4b	ENSPKIG00000017945	ENSPKIP00000041362	cavin4b
ENSDARG00000056750	ENSDARP00000073754	si:ch211-254p10.2	ENSPKIG00000019954	ENSPKIP00000001811	si:ch211-254p10.2
ENSDARG00000056768	ENSDARP00000073775	RPRML	ENSPKIG00000022539	ENSPKIP00000006133	rprml
ENSDARG00000056795	ENSDARP00000073803	SERPINE1	ENSPKIG00000005233	ENSPKIP00000020468	serpine1
ENSDARG00000036473	ENSDARP00000073820	snapc2	ENSPKIG00000000084	ENSPKIP00000012210	
ENSDARG00000056819	ENSDARP00000073839	hoxa9b	ENSPKIG00000009363	ENSPKIP00000027202	hoxa9b
ENSDARG00000056831	ENSDARP00000073854	GNG2	ENSPKIG00000004717	ENSPKIP00000019630	gng2
ENSDARG00000056842	ENSDARP00000073858	USP30	ENSPKIG00000025113	ENSPKIP00000010374	usp30
ENSDARG00000056855	ENSDARP00000073880	GATC	ENSPKIG00000024856	ENSPKIP00000009959	GATC
ENSDARG00000056859	ENSDARP00000073885	spx	ENSPKIG00000008015	ENSPKIP00000024979	spx
ENSDARG00000057027	ENSDARP00000073887	rtn2b	ENSPKIG00000014937	ENSPKIP00000036325	rtn2b
ENSDARG00000056871	ENSDARP00000073893	AP4M1	ENSPKIG00000019442	ENSPKIP00000001020	ap4m1
ENSDARG00000056873	ENSDARP00000073905	and3	ENSPKIG00000002692	ENSPKIP00000016317	and3
ENSDARG00000056874	ENSDARP00000073908	lygl1	ENSPKIG00000014607	ENSPKIP00000035791	lygl1
ENSDARG00000056877	ENSDARP00000073910	vamp2	ENSPKIG00000019641	ENSPKIP00000001313	vamp2
ENSDARG00000056903	ENSDARP00000073936	MRPL13	ENSPKIG00000018874	ENSPKIP00000000064	mrpl13
ENSDARG00000056914	ENSDARP00000073952	EMG1	ENSPKIG00000025303	ENSPKIP00000010682	emg1
ENSDARG00000056921	ENSDARP00000073959	ANKK1	ENSPKIG00000005120	ENSPKIP00000020284	ankk1
ENSDARG00000056932	ENSDARP00000073961	TFIP11	ENSPKIG00000024728	ENSPKIP00000009747	tfip11
ENSDARG00000001940	ENSDARP00000073973	DNAJC1	ENSPKIG00000006730	ENSPKIP00000022916	dnajc1
ENSDARG00000056938	ENSDARP00000073976	KERA	ENSPKIG00000005157	ENSPKIP00000020335	kera
ENSDARG00000056966	ENSDARP00000073991	NEK7	ENSPKIG00000018005	ENSPKIP00000041475	nek7
ENSDARG00000056961	ENSDARP00000073993	ccdc30	ENSPKIG00000012329	ENSPKIP00000032105	ccdc30
ENSDARG00000056985	ENSDARP00000074004	tpte	ENSPKIG00000021473	ENSPKIP00000004357	tpte
ENSDARG00000043586	ENSDARP00000074016	fas	ENSPKIG00000024985	ENSPKIP00000010161	
ENSDARG00000057004	ENSDARP00000074019	fgl1b	ENSPKIG00000021546	ENSPKIP00000004448	fgl1b
ENSDARG00000026986	ENSDARP00000074070	rexo1	ENSPKIG00000013884	ENSPKIP00000034626	rexo1
ENSDARG00000022493	ENSDARP00000074083	rad21l1	ENSPKIG00000018039	ENSPKIP00000041512	rad21l1
ENSDARG00000057042	ENSDARP00000074090	tm2d1	ENSPKIG00000002662	ENSPKIP00000016259	tm2d1
ENSDARG00000057060	ENSDARP00000074109	tvp23b	ENSPKIG00000014299	ENSPKIP00000035273	zgc:112148
ENSDARG00000057100	ENSDARP00000074147	ZWILCH	ENSPKIG00000007647	ENSPKIP00000024372	zwilch
ENSDARG00000057101	ENSDARP00000074153	rnf180b	ENSPKIG00000011285	ENSPKIP00000030423	rnf180b
ENSDARG00000057110	ENSDARP00000074163	slc25a1a	ENSPKIG00000000028	ENSPKIP00000012122	slc25a1a
ENSDARG00000057234	ENSDARP00000074293	CHTOP	ENSPKIG00000012692	ENSPKIP00000032704	chtopa
ENSDARG00000057241	ENSDARP00000074299	TNFSF10	ENSPKIG00000018621	ENSPKIP00000011608	tnfsf10
ENSDARG00000057245	ENSDARP00000074306	im:7138535	ENSPKIG00000017343	ENSPKIP00000040349	im:7138535
ENSDARG00000057272	ENSDARP00000074317	SLC30A9	ENSPKIG00000011211	ENSPKIP00000030296	slc30a9
ENSDARG00000057321	ENSDARP00000074395	tut1	ENSPKIG00000022062	ENSPKIP00000005405	tut1
ENSDARG00000057331	ENSDARP00000074419	kcnk7	ENSPKIG00000015950	ENSPKIP00000037981	kcnk7
ENSDARG00000010244	ENSDARP00000074434	RPL22L1	ENSPKIG00000020724	ENSPKIP00000003059	rpl22l1
ENSDARG00000070601	ENSDARP00000074501	RASSF5	ENSPKIG00000004634	ENSPKIP00000019476	RASSF5
ENSDARG00000057408	ENSDARP00000074522		ENSPKIG00000012321	ENSPKIP00000032370	
ENSDARG00000057414	ENSDARP00000074525	PHB1	ENSPKIG00000022876	ENSPKIP00000006714	phb
ENSDARG00000057440	ENSDARP00000074557	si:dkey-228d14.5	ENSPKIG00000009437	ENSPKIP00000027326	si:dkey-228d14.5
ENSDARG00000057452	ENSDARP00000074579	ston2	ENSPKIG00000009039	ENSPKIP00000026645	STON2
ENSDARG00000057477	ENSDARP00000074610	LRRC28	ENSPKIG00000013445	ENSPKIP00000033947	LRRC28
ENSDARG00000057484	ENSDARP00000074623	srsf2a	ENSPKIG00000023128	ENSPKIP00000007096	srsf2b
ENSDARG00000057491	ENSDARP00000074624	N4BP1	ENSPKIG00000002908	ENSPKIP00000016689	n4bp1
ENSDARG00000057513	ENSDARP00000074651	MDM4	ENSPKIG00000011912	ENSPKIP00000031415	mdm4
ENSDARG00000057529	ENSDARP00000074674	ITPA	ENSPKIG00000004044	ENSPKIP00000018513	ITPA
ENSDARG00000057571	ENSDARP00000074719	PGAM2	ENSPKIG00000019244	ENSPKIP00000000671	pgam2
ENSDARG00000057598	ENSDARP00000074756	S100B	ENSPKIG00000008465	ENSPKIP00000025691	s100b
ENSDARG00000057624	ENSDARP00000074782	COPS5	ENSPKIG00000009291	ENSPKIP00000027071	cops5
ENSDARG00000043527	ENSDARP00000074783	PLPP6	ENSPKIG00000009410	ENSPKIP00000027265	plpp6
ENSDARG00000057632	ENSDARP00000074793	PPP1R42	ENSPKIG00000009308	ENSPKIP00000027109	ppp1r42
ENSDARG00000057635	ENSDARP00000074797	DYNC2I2	ENSPKIG00000014526	ENSPKIP00000035663	dync2i2
ENSDARG00000057633	ENSDARP00000074800	CXCR4	ENSPKIG00000025601	ENSPKIP00000011937	CXCR4
ENSDARG00000075564	ENSDARP00000074839	FAM13A	ENSPKIG00000014610	ENSPKIP00000035804	FAM13A
ENSDARG00000057676	ENSDARP00000074845	golga7	ENSPKIG00000000067	ENSPKIP00000012184	GOLGA7
ENSDARG00000057680	ENSDARP00000074846	foxj2	ENSPKIG00000001706	ENSPKIP00000014747	foxj2
ENSDARG00000057677	ENSDARP00000074848	NEU4	ENSPKIG00000010329	ENSPKIP00000028856	neu4
ENSDARG00000057687	ENSDARP00000074864	sbk3	ENSPKIG00000001649	ENSPKIP00000014646	sbk3
ENSDARG00000069912	ENSDARP00000074985	HMGA2	ENSPKIG00000021690	ENSPKIP00000004690	hmga2
ENSDARG00000096594	ENSDARP00000075023	lratb.1	ENSPKIG00000015351	ENSPKIP00000036984	LRAT
ENSDARG00000057859	ENSDARP00000075055	HOXD10	ENSPKIG00000023022	ENSPKIP00000006927	hoxd10a
ENSDARG00000057882	ENSDARP00000075074	ARPC3	ENSPKIG00000015814	ENSPKIP00000037764	arpc3
ENSDARG00000057887	ENSDARP00000075084	NTS	ENSPKIG00000024177	ENSPKIP00000008843	NTS
ENSDARG00000057910	ENSDARP00000075118	MRPS34	ENSPKIG00000022331	ENSPKIP00000005793	mrps34
ENSDARG00000057984	ENSDARP00000075195	eps8l1a	ENSPKIG00000020265	ENSPKIP00000002341	eps8l1a
ENSDARG00000058003	ENSDARP00000075234	WFDC1	ENSPKIG00000003498	ENSPKIP00000017684	wfdc1
ENSDARG00000058011	ENSDARP00000075256	ARX	ENSPKIG00000025084	ENSPKIP00000010327	ARX
ENSDARG00000091348	ENSDARP00000075271	rtn3	ENSPKIG00000015710	ENSPKIP00000037636	
ENSDARG00000058032	ENSDARP00000075278	tpk2	ENSPKIG00000020877	ENSPKIP00000003320	tpk2
ENSDARG00000058041	ENSDARP00000075289	NDUFA8	ENSPKIG00000014521	ENSPKIP00000035658	ndufa8
ENSDARG00000058076	ENSDARP00000075332	SNF8	ENSPKIG00000023268	ENSPKIP00000007345	snf8
ENSDARG00000058079	ENSDARP00000075336	TXNDC17	ENSPKIG00000007514	ENSPKIP00000024155	txndc17
ENSDARG00000058090	ENSDARP00000075344	CFAP57	ENSPKIG00000015827	ENSPKIP00000037806	CFAP57
ENSDARG00000058114	ENSDARP00000075369	bpnt2	ENSPKIG00000005646	ENSPKIP00000021126	BPNT2
ENSDARG00000058140	ENSDARP00000075390	ODAD4	ENSPKIG00000020316	ENSPKIP00000002432	odad4
ENSDARG00000058147	ENSDARP00000075407	DNAJC5B	ENSPKIG00000007998	ENSPKIP00000024938	DNAJC5B
ENSDARG00000058202	ENSDARP00000075468	PEX16	ENSPKIG00000022756	ENSPKIP00000006509	pex16
ENSDARG00000058218	ENSDARP00000075469	FAM151A	ENSPKIG00000009966	ENSPKIP00000028247	fam151a
ENSDARG00000058200	ENSDARP00000075472	PLCXD2	ENSPKIG00000019482	ENSPKIP00000001038	PLCXD2
ENSDARG00000058212	ENSDARP00000075481	ndnl2	ENSPKIG00000006015	ENSPKIP00000021751	ndnl2
ENSDARG00000058260	ENSDARP00000075486	cip2a	ENSPKIG00000019528	ENSPKIP00000001137	cip2a
ENSDARG00000058254	ENSDARP00000075548	si:ch211-213d14.1	ENSPKIG00000019342	ENSPKIP00000000819	zgc:158412
ENSDARG00000006093	ENSDARP00000075572	CDK15	ENSPKIG00000003440	ENSPKIP00000017628	cdk15
ENSDARG00000058319	ENSDARP00000075595	CEP76	ENSPKIG00000017067	ENSPKIP00000039929	cep76
ENSDARG00000058297	ENSDARP00000075599	TIMM13	ENSPKIG00000011170	ENSPKIP00000030231	timm13
ENSDARG00000058302	ENSDARP00000075601	SH3BGRL	ENSPKIG00000022441	ENSPKIP00000005978	sh3bgrl
ENSDARG00000058328	ENSDARP00000075631	LSM7	ENSPKIG00000011325	ENSPKIP00000030487	lsm7
ENSDARG00000058346	ENSDARP00000075634	SASS6	ENSPKIG00000001454	ENSPKIP00000014396	sass6
ENSDARG00000077898	ENSDARP00000075642	si:ch211-247l8.5	ENSPKIG00000021871	ENSPKIP00000005026	
ENSDARG00000058367	ENSDARP00000075671	ABHD14A	ENSPKIG00000024308	ENSPKIP00000009056	abhd14a
ENSDARG00000076972	ENSDARP00000075680	plvapa	ENSPKIG00000008672	ENSPKIP00000026038	plvapb
ENSDARG00000030262	ENSDARP00000075711	si:ch211-220i18.4	ENSPKIG00000016199	ENSPKIP00000038439	si:ch211-220i18.4
ENSDARG00000058419	ENSDARP00000075715	GCN1	ENSPKIG00000025090	ENSPKIP00000010353	GCN1
ENSDARG00000058413	ENSDARP00000075733	rnaset2l	ENSPKIG00000006201	ENSPKIP00000022051	rnaset2l
ENSDARG00000058448	ENSDARP00000075762	ZRSR2	ENSPKIG00000013433	ENSPKIP00000033893	ZRSR2
ENSDARG00000058467	ENSDARP00000075769	PRPF40A	ENSPKIG00000000102	ENSPKIP00000012237	prpf40a
ENSDARG00000058470	ENSDARP00000075784	mapk13	ENSPKIG00000009004	ENSPKIP00000026612	mapk13
ENSDARG00000058503	ENSDARP00000075800	flt3	ENSPKIG00000008367	ENSPKIP00000025528	
ENSDARG00000109449	ENSDARP00000075817		ENSPKIG00000006136	ENSPKIP00000021935	
ENSDARG00000058548	ENSDARP00000075860	BVES	ENSPKIG00000013243	ENSPKIP00000033619	popdc1
ENSDARG00000058551	ENSDARP00000075872	POPDC3	ENSPKIG00000013198	ENSPKIP00000033512	popdc3
ENSDARG00000058553	ENSDARP00000075873	SPR	ENSPKIG00000016133	ENSPKIP00000038307	sprb
ENSDARG00000058563	ENSDARP00000075886	ubox5	ENSPKIG00000019036	ENSPKIP00000000329	ubox5
ENSDARG00000040036	ENSDARP00000076009	tcf19l	ENSPKIG00000016267	ENSPKIP00000038525	tcf19l
ENSDARG00000058682	ENSDARP00000076041	cd8b	ENSPKIG00000000172	ENSPKIP00000012346	
ENSDARG00000058693	ENSDARP00000076055	cast	ENSPKIG00000016588	ENSPKIP00000039153	cast
ENSDARG00000058702	ENSDARP00000076061	VAX2	ENSPKIG00000013650	ENSPKIP00000034237	vax2
ENSDARG00000058729	ENSDARP00000076084	AKIRIN2	ENSPKIG00000017899	ENSPKIP00000041285	akirin2
ENSDARG00000058725	ENSDARP00000076093	RFESD	ENSPKIG00000016800	ENSPKIP00000039463	rfesd
ENSDARG00000058731	ENSDARP00000076098	SLC2A6	ENSPKIG00000012670	ENSPKIP00000032666	
ENSDARG00000058728	ENSDARP00000076102	NUDT2	ENSPKIG00000016821	ENSPKIP00000039478	nudt2
ENSDARG00000058740	ENSDARP00000076107	ube2r2	ENSPKIG00000016839	ENSPKIP00000039504	ube2r2
ENSDARG00000058746	ENSDARP00000076116	UBAP1	ENSPKIG00000016858	ENSPKIP00000039524	ubap1
ENSDARG00000058774	ENSDARP00000076150		ENSPKIG00000002146	ENSPKIP00000015408	
ENSDARG00000058806	ENSDARP00000076185	NAXE	ENSPKIG00000021115	ENSPKIP00000003737	APOA1BP
ENSDARG00000058818	ENSDARP00000076202	RBM38	ENSPKIG00000025417	ENSPKIP00000010875	RBM38
ENSDARG00000058824	ENSDARP00000076204	MRPL4	ENSPKIG00000008086	ENSPKIP00000025085	mrpl4
ENSDARG00000058839	ENSDARP00000076211	susd1	ENSPKIG00000024675	ENSPKIP00000009649	SUSD1
ENSDARG00000058869	ENSDARP00000076241		ENSPKIG00000002547	ENSPKIP00000016058	NEK3
ENSDARG00000058857	ENSDARP00000076250	C7H19orf12	ENSPKIG00000004426	ENSPKIP00000019124	C19orf12
ENSDARG00000058865	ENSDARP00000076258	ENDOG	ENSPKIG00000020744	ENSPKIP00000003103	endog
ENSDARG00000058871	ENSDARP00000076262	si:ch73-142c19.1	ENSPKIG00000017983	ENSPKIP00000041423	si:ch73-142c19.1
ENSDARG00000006292	ENSDARP00000076298	CFAP91	ENSPKIG00000009135	ENSPKIP00000026822	CFAP91
ENSDARG00000058940	ENSDARP00000076347	pierce1	ENSPKIG00000000214	ENSPKIP00000012412	pierce1
ENSDARG00000058944	ENSDARP00000076355	si:dkey-8e10.3	ENSPKIG00000016076	ENSPKIP00000038199	si:dkey-8e10.3
ENSDARG00000058960	ENSDARP00000076378	OTOL1	ENSPKIG00000010027	ENSPKIP00000028348	otol1b
ENSDARG00000058964	ENSDARP00000076379	themis2	ENSPKIG00000004339	ENSPKIP00000018983	THEMIS2
ENSDARG00000058962	ENSDARP00000076383	TXNL4B	ENSPKIG00000024832	ENSPKIP00000009924	txnl4b
ENSDARG00000000503	ENSDARP00000076389	STX1B	ENSPKIG00000010459	ENSPKIP00000029087	STX1A
ENSDARG00000058968	ENSDARP00000076392	HAUS1	ENSPKIG00000020381	ENSPKIP00000002524	haus1
ENSDARG00000058978	ENSDARP00000076399	zgc:113423	ENSPKIG00000021618	ENSPKIP00000004552	zgc:113423
ENSDARG00000044601	ENSDARP00000076404	rtn4a	ENSPKIG00000021443	ENSPKIP00000004256	rtn4a
ENSDARG00000059001	ENSDARP00000076422	pim2	ENSPKIG00000015605	ENSPKIP00000037403	pim2
ENSDARG00000059015	ENSDARP00000076448	lim2.2	ENSPKIG00000012942	ENSPKIP00000033125	lim2.2
ENSDARG00000059043	ENSDARP00000076483	NTF3	ENSPKIG00000009677	ENSPKIP00000027750	NTF3
ENSDARG00000059049	ENSDARP00000076487	zgc:174904	ENSPKIG00000011432	ENSPKIP00000030643	
ENSDARG00000008287	ENSDARP00000076500	FAM114A1	ENSPKIG00000003979	ENSPKIP00000018404	fam114a1
ENSDARG00000059057	ENSDARP00000076503	atpv0e2	ENSPKIG00000015481	ENSPKIP00000037205	atpv0e2
ENSDARG00000059070	ENSDARP00000076519	GARS1	ENSPKIG00000014863	ENSPKIP00000036240	gars1
ENSDARG00000059075	ENSDARP00000076524	NIP7	ENSPKIG00000020345	ENSPKIP00000002458	nip7
ENSDARG00000059121	ENSDARP00000076579	EFEMP1	ENSPKIG00000021539	ENSPKIP00000004426	efemp1
ENSDARG00000078328	ENSDARP00000076602	SEC22A	ENSPKIG00000020337	ENSPKIP00000002473	sec22a
ENSDARG00000110269	ENSDARP00000076621	TMEM128	ENSPKIG00000004016	ENSPKIP00000018453	TMEM128
ENSDARG00000059166	ENSDARP00000076638	SLC22A13	ENSPKIG00000011916	ENSPKIP00000031459	slc22a13b
ENSDARG00000059173	ENSDARP00000076657	GDF2	ENSPKIG00000016271	ENSPKIP00000038647	gdf2
ENSDARG00000059177	ENSDARP00000076660	TAX1BP3	ENSPKIG00000009527	ENSPKIP00000027484	tax1bp3
ENSDARG00000055192	ENSDARP00000076687	zgc:136930	ENSPKIG00000003939	ENSPKIP00000018355	zgc:136930
ENSDARG00000059131	ENSDARP00000076688	SPDYA	ENSPKIG00000015895	ENSPKIP00000037871	spdya
ENSDARG00000059212	ENSDARP00000076693	CIAO1	ENSPKIG00000014682	ENSPKIP00000035920	CIAO1
ENSDARG00000059209	ENSDARP00000076697	ABHD13	ENSPKIG00000011637	ENSPKIP00000030959	abhd13
ENSDARG00000059255	ENSDARP00000076765	EVX2	ENSPKIG00000023055	ENSPKIP00000006987	evx2
ENSDARG00000059263	ENSDARP00000076775	HOXD12	ENSPKIG00000023038	ENSPKIP00000006958	hoxd12a
ENSDARG00000059267	ENSDARP00000076780	HOXD11	ENSPKIG00000023029	ENSPKIP00000006944	hoxd11a
ENSDARG00000059274	ENSDARP00000076790	HOXD9	ENSPKIG00000023010	ENSPKIP00000006908	
ENSDARG00000059276	ENSDARP00000076791	HOXD4	ENSPKIG00000022999	ENSPKIP00000006899	hoxd4a
ENSDARG00000059287	ENSDARP00000076797	MAK	ENSPKIG00000008208	ENSPKIP00000025278	mak
ENSDARG00000059298	ENSDARP00000076814	SPCS1	ENSPKIG00000014547	ENSPKIP00000035698	spcs1
ENSDARG00000059308	ENSDARP00000076820	GOLT1B	ENSPKIG00000008042	ENSPKIP00000025018	golt1ba
ENSDARG00000059304	ENSDARP00000076823	CHCHD2	ENSPKIG00000006219	ENSPKIP00000022074	chchd2
ENSDARG00000059323	ENSDARP00000076844	RPN1	ENSPKIG00000005304	ENSPKIP00000020595	rpn1
ENSDARG00000059337	ENSDARP00000076869	TGIF1	ENSPKIG00000020785	ENSPKIP00000003180	TGIF1
ENSDARG00000087393	ENSDARP00000076880	prr11	ENSPKIG00000014701	ENSPKIP00000035942	PRR11
ENSDARG00000059354	ENSDARP00000076889	glmp	ENSPKIG00000015068	ENSPKIP00000036555	glmp
ENSDARG00000059357	ENSDARP00000076893	SARNP	ENSPKIG00000002212	ENSPKIP00000015530	sarnp
ENSDARG00000059361	ENSDARP00000076900	slc39a4	ENSPKIG00000020105	ENSPKIP00000002072	
ENSDARG00000059362	ENSDARP00000076902	CAVIN1	ENSPKIG00000000943	ENSPKIP00000013553	cavin1b
ENSDARG00000059367	ENSDARP00000076906	mfap2	ENSPKIG00000002297	ENSPKIP00000015653	MFAP2
ENSDARG00000059398	ENSDARP00000076941	MYEF2	ENSPKIG00000018344	ENSPKIP00000041988	MYEF2
ENSDARG00000059400	ENSDARP00000076947	TMEM167B	ENSPKIG00000016477	ENSPKIP00000038885	tmem167b
ENSDARG00000059404	ENSDARP00000076952	RAB43	ENSPKIG00000024563	ENSPKIP00000009452	rab43
ENSDARG00000059412	ENSDARP00000076961	med1l	ENSPKIG00000010091	ENSPKIP00000028445	
ENSDARG00000013397	ENSDARP00000077013	BNIP2	ENSPKIG00000008039	ENSPKIP00000025023	bnip2
ENSDARG00000076486	ENSDARP00000077082	acp1	ENSPKIG00000006517	ENSPKIP00000022569	ACP1
ENSDARG00000032617	ENSDARP00000077102	FGFRL1	ENSPKIG00000006697	ENSPKIP00000022840	fgfrl1a
ENSDARG00000059510	ENSDARP00000077232	COQ2	ENSPKIG00000006052	ENSPKIP00000021816	COQ2
ENSDARG00000059523	ENSDARP00000077256	RIMS4	ENSPKIG00000011049	ENSPKIP00000030044	RIMS4
ENSDARG00000059529	ENSDARP00000077265	MATCAP1	ENSPKIG00000005210	ENSPKIP00000020421	MATCAP1
ENSDARG00000059553	ENSDARP00000077314	SYMPK	ENSPKIG00000017132	ENSPKIP00000040042	SYMPK
ENSDARG00000059575	ENSDARP00000077375	UHMK1	ENSPKIG00000015328	ENSPKIP00000036935	uhmk1
ENSDARG00000059583	ENSDARP00000077387	RCC1L	ENSPKIG00000012917	ENSPKIP00000033075	rcc1l
ENSDARG00000059606	ENSDARP00000077450	cenatac	ENSPKIG00000017953	ENSPKIP00000041390	cenatac
ENSDARG00000019930	ENSDARP00000077498	TAL1	ENSPKIG00000002391	ENSPKIP00000015807	tal1
ENSDARG00000059629	ENSDARP00000077501	ASPHD2	ENSPKIG00000023461	ENSPKIP00000007642	asphd2
ENSDARG00000059642	ENSDARP00000077520	MTMR14	ENSPKIG00000018293	ENSPKIP00000041968	MTMR14
ENSDARG00000059658	ENSDARP00000077572	MRM1	ENSPKIG00000007654	ENSPKIP00000024378	MRM1
ENSDARG00000059689	ENSDARP00000077664	MBLAC2	ENSPKIG00000012746	ENSPKIP00000032790	mblac2
ENSDARG00000059712	ENSDARP00000077740	SLC19A2	ENSPKIG00000003038	ENSPKIP00000016913	SLC19A2
ENSDARG00000059725	ENSDARP00000077781	HYPK	ENSPKIG00000016636	ENSPKIP00000039180	hypk
ENSDARG00000037883	ENSDARP00000077802	PRCP	ENSPKIG00000022148	ENSPKIP00000005500	prcp
ENSDARG00000059743	ENSDARP00000077823	TMEM98	ENSPKIG00000022218	ENSPKIP00000005618	
ENSDARG00000057352	ENSDARP00000077862	SLC25A29	ENSPKIG00000000803	ENSPKIP00000013324	SLC25A29
ENSDARG00000059775	ENSDARP00000077888	SLC32A1	ENSPKIG00000003580	ENSPKIP00000017804	slc32a1
ENSDARG00000052747	ENSDARP00000077969	GPATCH3	ENSPKIG00000020073	ENSPKIP00000002008	gpatch3
ENSDARG00000059816	ENSDARP00000078007	zgc:136864	ENSPKIG00000003368	ENSPKIP00000017467	zgc:136864
ENSDARG00000074989	ENSDARP00000078028	sparcl1	ENSPKIG00000010703	ENSPKIP00000029468	sparcl1
ENSDARG00000075333	ENSDARP00000078040	TBC1D25	ENSPKIG00000011364	ENSPKIP00000030535	tbc1d25
ENSDARG00000059836	ENSDARP00000078063	DDIT3	ENSPKIG00000002766	ENSPKIP00000016444	ddit3
ENSDARG00000059841	ENSDARP00000078068	EXOSC1	ENSPKIG00000016037	ENSPKIP00000038143	exosc1
ENSDARG00000115064	ENSDARP00000078120	alkbh2	ENSPKIG00000025109	ENSPKIP00000010362	alkbh2
ENSDARG00000059857	ENSDARP00000078125	BLVRA	ENSPKIG00000007346	ENSPKIP00000023894	blvra
ENSDARG00000059866	ENSDARP00000078145	CACTIN	ENSPKIG00000008269	ENSPKIP00000025392	cactin
ENSDARG00000059887	ENSDARP00000078213	ERAL1	ENSPKIG00000016278	ENSPKIP00000038545	eral1
ENSDARG00000079623	ENSDARP00000078219	UBTD1	ENSPKIG00000016156	ENSPKIP00000038341	UBTD1
ENSDARG00000059899	ENSDARP00000078258		ENSPKIG00000024509	ENSPKIP00000009377	ADORA3
ENSDARG00000059903	ENSDARP00000078262	hs3st3l	ENSPKIG00000006332	ENSPKIP00000022243	hs3st3l
ENSDARG00000059906	ENSDARP00000078265	sdc4	ENSPKIG00000023174	ENSPKIP00000007164	sdc4
ENSDARG00000059911	ENSDARP00000078268	BBS7	ENSPKIG00000013836	ENSPKIP00000034585	bbs7
ENSDARG00000059908	ENSDARP00000078271	ccdc86	ENSPKIG00000016503	ENSPKIP00000038927	ccdc86
ENSDARG00000059917	ENSDARP00000078292	CCNJ	ENSPKIG00000015771	ENSPKIP00000037689	CCNJ
ENSDARG00000059923	ENSDARP00000078311	SLC25A47	ENSPKIG00000000789	ENSPKIP00000013305	slc25a47b
ENSDARG00000059944	ENSDARP00000078363	C1QTNF2	ENSPKIG00000009423	ENSPKIP00000027305	C1QTNF2
ENSDARG00000059950	ENSDARP00000078364	PLXDC2	ENSPKIG00000008966	ENSPKIP00000026538	plxdc2b
ENSDARG00000059963	ENSDARP00000078372	POLK	ENSPKIG00000015422	ENSPKIP00000037228	POLK
ENSDARG00000059951	ENSDARP00000078381	pld6	ENSPKIG00000009005	ENSPKIP00000026577	pld6
ENSDARG00000059972	ENSDARP00000078434	RALY	ENSPKIG00000004894	ENSPKIP00000019935	raly
ENSDARG00000059983	ENSDARP00000078444	zufsp	ENSPKIG00000025593	ENSPKIP00000012031	zufsp
ENSDARG00000059978	ENSDARP00000078446	CPLX4	ENSPKIG00000023970	ENSPKIP00000008508	cplx4a
