Species1GeneID	Species1ProteinID	Species1GeneName	Species2GeneID	Species2ProteinID	Species2GeneName
ENSG00000104228	ENSP00000301924	TRIM35	ENSPKIG00000003853	ENSPKIP00000018190	
ENSG00000106346	ENSP00000301962	USP42	ENSPKIG00000008385	ENSPKIP00000025554	usp42
ENSG00000168958	ENSP00000302037	MFF	ENSPKIG00000016886	ENSPKIP00000039656	mffa
ENSG00000170430	ENSP00000302111	MGMT	ENSPKIG00000005102	ENSPKIP00000020258	MGMT
ENSG00000169230	ENSP00000302114	PRELID1	ENSPKIG00000007865	ENSPKIP00000024744	prelid1a
ENSG00000170860	ENSP00000302160	LSM3	ENSPKIG00000008037	ENSPKIP00000025009	LSM3
ENSG00000172238	ENSP00000302216	ATOH1	ENSPKIG00000017085	ENSPKIP00000039898	atoh1a
ENSG00000166199	ENSP00000302232	ALKBH3	ENSPKIG00000021815	ENSPKIP00000004910	alkbh3
ENSG00000168505	ENSP00000302251	GBX2	ENSPKIG00000011620	ENSPKIP00000030932	gbx2
ENSG00000170571	ENSP00000302289	EMB	ENSPKIG00000023980	ENSPKIP00000008525	emb
ENSG00000130414	ENSP00000302321	NDUFA10	ENSPKIG00000008563	ENSPKIP00000025857	ndufa10
ENSG00000171016	ENSP00000302327	PYGO1	ENSPKIG00000021833	ENSPKIP00000004943	pygo1
ENSG00000169902	ENSP00000302413	TPST1	ENSPKIG00000011589	ENSPKIP00000030882	tpst1
ENSG00000170191	ENSP00000302441	NANP	ENSPKIG00000007595	ENSPKIP00000024269	nanp
ENSG00000186184	ENSP00000302478	POLR1D	ENSPKIG00000021891	ENSPKIP00000005057	polr1d
ENSG00000172346	ENSP00000302485	CSDC2	ENSPKIG00000008510	ENSPKIP00000025756	CSDC2
ENSG00000169679	ENSP00000302530	BUB1	ENSPKIG00000009072	ENSPKIP00000026704	bub1
ENSG00000171604	ENSP00000302543	CXXC5	ENSPKIG00000021076	ENSPKIP00000003667	CXXC5
ENSG00000170166	ENSP00000302548	HOXD4	ENSPKIG00000022999	ENSPKIP00000006899	hoxd4a
ENSG00000171433	ENSP00000302552	GLOD5	ENSPKIG00000022404	ENSPKIP00000005933	
ENSG00000169087	ENSP00000302562	HSPBAP1	ENSPKIG00000020178	ENSPKIP00000002181	hspbap1
ENSG00000168672	ENSP00000302578	LRATD2	ENSPKIG00000015418	ENSPKIP00000037086	LRATD2
ENSG00000136155	ENSP00000302579	SCEL	ENSPKIG00000006445	ENSPKIP00000022492	
ENSG00000172461	ENSP00000302599	FUT9	ENSPKIG00000018708	ENSPKIP00000011737	FUT9
ENSG00000172482	ENSP00000302620	AGXT	ENSPKIG00000002943	ENSPKIP00000016771	agxtb
ENSG00000171236	ENSP00000302621	LRG1	ENSPKIG00000004088	ENSPKIP00000018558	
ENSG00000171119	ENSP00000302648	NRTN	ENSPKIG00000025612	ENSPKIP00000012064	NRTN
ENSG00000168792	ENSP00000302657	ABHD15	ENSPKIG00000005376	ENSPKIP00000020685	abhd15a
ENSG00000017427	ENSP00000302665	IGF1	ENSPKIG00000006362	ENSPKIP00000022318	igf1
ENSG00000169919	ENSP00000302728	GUSB	ENSPKIG00000016604	ENSPKIP00000039150	GUSB
ENSG00000172239	ENSP00000302768	PAIP1	ENSPKIG00000020456	ENSPKIP00000002625	paip1
ENSG00000170684	ENSP00000302770	ZNF296	ENSPKIG00000011230	ENSPKIP00000030354	znf296
ENSG00000169180	ENSP00000302790	XPO6	ENSPKIG00000022550	ENSPKIP00000006221	xpo6
ENSG00000171103	ENSP00000302801	TRMT61B	ENSPKIG00000022965	ENSPKIP00000006847	trmt61b
ENSG00000171540	ENSP00000302814	OTP	ENSPKIG00000011167	ENSPKIP00000030230	OTP
ENSG00000171522	ENSP00000302846	PTGER4	ENSPKIG00000020041	ENSPKIP00000001963	PTGER4
ENSG00000170515	ENSP00000302886	PA2G4	ENSPKIG00000007200	ENSPKIP00000023685	pa2g4a
ENSG00000172458	ENSP00000302924	IL17D	ENSPKIG00000001684	ENSPKIP00000014712	il17d
ENSG00000172349	ENSP00000302935	IL16	ENSPKIG00000018194	ENSPKIP00000041780	IL16
ENSG00000168938	ENSP00000303057	PPIC	ENSPKIG00000018208	ENSPKIP00000041810	PPIC
ENSG00000168944	ENSP00000303058	CEP120	ENSPKIG00000018351	ENSPKIP00000011859	CEP120
ENSG00000168495	ENSP00000303088	POLR3D	ENSPKIG00000006727	ENSPKIP00000022889	POLR3D
ENSG00000171724	ENSP00000303129	VAT1L	ENSPKIG00000010278	ENSPKIP00000028781	vat1l
ENSG00000170348	ENSP00000303145	TMED10	ENSPKIG00000002867	ENSPKIP00000016723	TMED10
ENSG00000170396	ENSP00000303252	ZNF804A	ENSPKIG00000022091	ENSPKIP00000005408	znf804a
ENSG00000171223	ENSP00000303315	JUNB	ENSPKIG00000009704	ENSPKIP00000027809	JUNB
ENSG00000169836	ENSP00000303325	TACR3	ENSPKIG00000010824	ENSPKIP00000029658	
ENSG00000169738	ENSP00000303356	DCXR	ENSPKIG00000008044	ENSPKIP00000025033	dcxr
ENSG00000169223	ENSP00000303366	LMAN2	ENSPKIG00000019510	ENSPKIP00000001105	lman2
ENSG00000172167	ENSP00000303398	MTBP	ENSPKIG00000018833	ENSPKIP00000042064	MTBP
ENSG00000168522	ENSP00000303423	FNTA	ENSPKIG00000014735	ENSPKIP00000036010	fnta
ENSG00000170893	ENSP00000303452	TRH	ENSPKIG00000011838	ENSPKIP00000031301	trh
ENSG00000168228	ENSP00000303468	ZCCHC4	ENSPKIG00000016454	ENSPKIP00000038883	zcchc4
ENSG00000172244	ENSP00000303490	C5orf34	ENSPKIG00000015775	ENSPKIP00000037703	zgc:153352
ENSG00000124587	ENSP00000303511	PEX6	ENSPKIG00000019191	ENSPKIP00000000583	pex6
ENSG00000169718	ENSP00000303515	DUS1L	ENSPKIG00000009901	ENSPKIP00000028129	dus1l
ENSG00000145439	ENSP00000303525	CBR4	ENSPKIG00000003928	ENSPKIP00000018334	cbr4
ENSG00000171657	ENSP00000303549	GPR82	ENSPKIG00000003483	ENSPKIP00000017660	GPR82
ENSG00000170891	ENSP00000303550	CYTL1	ENSPKIG00000004186	ENSPKIP00000018729	CYTL1
ENSG00000106524	ENSP00000303570	ANKMY2	ENSPKIG00000012001	ENSPKIP00000031575	ANKMY2
ENSG00000170502	ENSP00000303575	NUDT9	ENSPKIG00000016818	ENSPKIP00000039477	nudt9
ENSG00000156239	ENSP00000303584	N6AMT1	ENSPKIG00000010822	ENSPKIP00000029656	n6amt1
ENSG00000164045	ENSP00000303706	CDC25A	ENSPKIG00000004805	ENSPKIP00000019766	
ENSG00000170142	ENSP00000303709	UBE2E1	ENSPKIG00000010516	ENSPKIP00000029162	
ENSG00000171497	ENSP00000303754	PPID	ENSPKIG00000018848	ENSPKIP00000000033	ppid
ENSG00000170871	ENSP00000303928	KIAA0232	ENSPKIG00000013956	ENSPKIP00000034742	kiaa0232
ENSG00000169704	ENSP00000303942	GP9	ENSPKIG00000017636	ENSPKIP00000040839	gp9
ENSG00000168569	ENSP00000303987	TMEM223	ENSPKIG00000006829	ENSPKIP00000023040	tmem223
ENSG00000170876	ENSP00000303992	TMEM43	ENSPKIG00000024093	ENSPKIP00000008711	TMEM43
ENSG00000172345	ENSP00000304032	STARD5	ENSPKIG00000021124	ENSPKIP00000003761	STARD5
ENSG00000168143	ENSP00000304078	FAM83B	ENSPKIG00000015977	ENSPKIP00000038022	FAM83B
ENSG00000168090	ENSP00000304102	COPS6	ENSPKIG00000019588	ENSPKIP00000001199	COPS6
ENSG00000144369	ENSP00000304108	FAM171B	ENSPKIG00000019388	ENSPKIP00000000885	FAM171B
ENSG00000171951	ENSP00000304133	SCG2	ENSPKIG00000010228	ENSPKIP00000028680	SCG2
ENSG00000172428	ENSP00000304147	COPS9	ENSPKIG00000013891	ENSPKIP00000034634	cops9
ENSG00000169567	ENSP00000304229	HINT1	ENSPKIG00000021119	ENSPKIP00000003743	hint1
ENSG00000171450	ENSP00000304250	CDK5R2	ENSPKIG00000025603	ENSPKIP00000011954	cdk5r2b
ENSG00000169750	ENSP00000304283	RAC3	ENSPKIG00000008073	ENSPKIP00000025081	RAC3
ENSG00000168269	ENSP00000304286	FOXI1	ENSPKIG00000006380	ENSPKIP00000022333	foxi3b
ENSG00000105186	ENSP00000304292	ANKRD27	ENSPKIG00000020433	ENSPKIP00000002653	ANKRD27
ENSG00000169840	ENSP00000304331	GSX1	ENSPKIG00000018655	ENSPKIP00000011658	
ENSG00000172336	ENSP00000304353	POP7	ENSPKIG00000019869	ENSPKIP00000001650	pop7
ENSG00000169193	ENSP00000304355	CCDC126	ENSPKIG00000012279	ENSPKIP00000032011	ccdc126
ENSG00000186532	ENSP00000304360	SMYD4	ENSPKIG00000012323	ENSPKIP00000032108	smyd4
ENSG00000169228	ENSP00000304376	RAB24	ENSPKIG00000016494	ENSPKIP00000038924	RAB24
ENSG00000168887	ENSP00000304410	C2orf68	ENSPKIG00000017698	ENSPKIP00000040921	si:ch211-283h6.4
ENSG00000162627	ENSP00000304429	SNX7	ENSPKIG00000008019	ENSPKIP00000024996	snx7
ENSG00000135063	ENSP00000304435	ENTREP1	ENSPKIG00000001461	ENSPKIP00000014381	ENTREP1
ENSG00000171798	ENSP00000304437	KNDC1	ENSPKIG00000018104	ENSPKIP00000041634	KNDC1
ENSG00000170425	ENSP00000304501	ADORA2B	ENSPKIG00000019530	ENSPKIP00000001113	adora2b
ENSG00000170577	ENSP00000304502	SIX2	ENSPKIG00000022042	ENSPKIP00000005355	six2a
ENSG00000168303	ENSP00000304553	MPLKIP	ENSPKIG00000004524	ENSPKIP00000019295	mplkip
ENSG00000169710	ENSP00000304592	FASN	ENSPKIG00000009964	ENSPKIP00000028328	ccdc57
ENSG00000106400	ENSP00000304593	ZNHIT1	ENSPKIG00000005317	ENSPKIP00000020609	znhit1
ENSG00000169885	ENSP00000304643	CALML6	ENSPKIG00000004351	ENSPKIP00000019010	CALML6
ENSG00000189050	ENSP00000304670	RNFT1	ENSPKIG00000020150	ENSPKIP00000002149	rnft1
ENSG00000168286	ENSP00000304689	THAP11	ENSPKIG00000002111	ENSPKIP00000015358	thap11
ENSG00000170315	ENSP00000304697	UBB	ENSPKIG00000019243	ENSPKIP00000000715	UBB
ENSG00000170903	ENSP00000304713	MSANTD4	ENSPKIG00000023582	ENSPKIP00000007839	msantd4
ENSG00000170522	ENSP00000304736	ELOVL6	ENSPKIG00000000586	ENSPKIP00000012994	ELOVL6
ENSG00000169860	ENSP00000304767	P2RY1	ENSPKIG00000010153	ENSPKIP00000028537	P2RY1
ENSG00000168393	ENSP00000304802	DTYMK	ENSPKIG00000002923	ENSPKIP00000016724	dtymk
ENSG00000169217	ENSP00000304903	CD2BP2	ENSPKIG00000017798	ENSPKIP00000041138	cd2bp2
ENSG00000168904	ENSP00000304923	LRRC28	ENSPKIG00000013445	ENSPKIP00000033947	LRRC28
ENSG00000168778	ENSP00000304941	TCTN2	ENSPKIG00000023207	ENSPKIP00000007230	TCTN2
ENSG00000154133	ENSP00000304945	ROBO4	ENSPKIG00000004757	ENSPKIP00000019685	robo4
ENSG00000170819	ENSP00000304987	BFSP2	ENSPKIG00000004002	ENSPKIP00000018450	bfsp2
ENSG00000170088	ENSP00000305069	TMEM192	ENSPKIG00000019831	ENSPKIP00000001596	tmem192
ENSG00000064490	ENSP00000305071	RFXANK	ENSPKIG00000024270	ENSPKIP00000008996	rfxank
ENSG00000171150	ENSP00000305133	SOCS5	ENSPKIG00000021801	ENSPKIP00000004888	socs5b
ENSG00000172366	ENSP00000305138	MCRIP2	ENSPKIG00000025021	ENSPKIP00000010218	mcrip2
ENSG00000170234	ENSP00000305151	PWWP2A	ENSPKIG00000009270	ENSPKIP00000027042	PWWP2A
ENSG00000169871	ENSP00000305161	TRIM56	ENSPKIG00000007762	ENSPKIP00000024557	
ENSG00000118960	ENSP00000305193	HS1BP3	ENSPKIG00000023287	ENSPKIP00000007360	hs1bp3
ENSG00000169607	ENSP00000305204	CKAP2L	ENSPKIG00000020166	ENSPKIP00000002161	ckap2l
ENSG00000143742	ENSP00000305230	SRP9	ENSPKIG00000015012	ENSPKIP00000036430	srp9
ENSG00000170549	ENSP00000305244	IRX1	ENSPKIG00000020325	ENSPKIP00000002451	irx1a
ENSG00000170310	ENSP00000305255	STX8	ENSPKIG00000006210	ENSPKIP00000022057	stx8
ENSG00000168875	ENSP00000305343	SOX14	ENSPKIG00000002287	ENSPKIP00000015640	sox14
ENSG00000169252	ENSP00000305372	ADRB2	ENSPKIG00000006595	ENSPKIP00000022677	adrb2a
ENSG00000170989	ENSP00000305416	S1PR1	ENSPKIG00000002010	ENSPKIP00000015214	s1pr1
ENSG00000168434	ENSP00000305442	COG7	ENSPKIG00000002136	ENSPKIP00000015430	cog7
ENSG00000213380	ENSP00000305459	COG8	ENSPKIG00000020319	ENSPKIP00000002421	cog8
ENSG00000168496	ENSP00000305480	FEN1	ENSPKIG00000008009	ENSPKIP00000024985	fen1
ENSG00000171763	ENSP00000305494	AFG2B	ENSPKIG00000019971	ENSPKIP00000001834	afg2b
ENSG00000100325	ENSP00000305502	ASCC2	ENSPKIG00000020354	ENSPKIP00000002471	ascc2
ENSG00000213024	ENSP00000305503	NUP62	ENSPKIG00000021980	ENSPKIP00000005230	nup62l
ENSG00000170340	ENSP00000305595	B3GNT2	ENSPKIG00000005518	ENSPKIP00000020893	B3GNT2
ENSG00000168993	ENSP00000305613	CPLX1	ENSPKIG00000016102	ENSPKIP00000038246	CPLX1
ENSG00000171773	ENSP00000305631	NXNL1	ENSPKIG00000010197	ENSPKIP00000028630	nxnl1
ENSG00000103942	ENSP00000305632	HOMER2	ENSPKIG00000019278	ENSPKIP00000000742	HOMER2
ENSG00000169245	ENSP00000305651	CXCL10	ENSPKIG00000002863	ENSPKIP00000016615	
ENSG00000168924	ENSP00000305653	LETM1	ENSPKIG00000014103	ENSPKIP00000035004	letm1
ENSG00000171928	ENSP00000305654	TVP23B	ENSPKIG00000014299	ENSPKIP00000035273	zgc:112148
ENSG00000168497	ENSP00000305675	CAVIN2	ENSPKIG00000003900	ENSPKIP00000018272	cavin2b
ENSG00000154719	ENSP00000305682	MRPL39	ENSPKIG00000010371	ENSPKIP00000028922	mrpl39
ENSG00000101546	ENSP00000305696	RBFA	ENSPKIG00000021329	ENSPKIP00000004082	rbfa
ENSG00000171310	ENSP00000305725	CHST11	ENSPKIG00000016614	ENSPKIP00000039127	chst11
ENSG00000189091	ENSP00000305790	SF3B3	ENSPKIG00000002712	ENSPKIP00000016408	sf3b3
ENSG00000168818	ENSP00000305810	STX18	ENSPKIG00000004152	ENSPKIP00000018662	stx18
ENSG00000169903	ENSP00000305852	TM4SF4	ENSPKIG00000025489	ENSPKIP00000010996	tm4sf4
ENSG00000171596	ENSP00000305877	NMUR1	ENSPKIG00000022754	ENSPKIP00000006491	NMUR1
ENSG00000168701	ENSP00000305892	TMEM208	ENSPKIG00000023228	ENSPKIP00000007267	tmem208
ENSG00000198353	ENSP00000305973	HOXC4	ENSPKIG00000003102	ENSPKIP00000017012	hoxc4a
ENSG00000170017	ENSP00000305988	ALCAM	ENSPKIG00000011629	ENSPKIP00000031042	alcama
ENSG00000169020	ENSP00000306003	ATP5ME	ENSPKIG00000022156	ENSPKIP00000005505	atp5meb
ENSG00000172403	ENSP00000306015	SYNPO2	ENSPKIG00000002077	ENSPKIP00000015305	SYNPO2
ENSG00000170917	ENSP00000306070	NUDT6	ENSPKIG00000015281	ENSPKIP00000036871	nudt6
ENSG00000171861	ENSP00000306080	MRM3	ENSPKIG00000012704	ENSPKIP00000032715	MRM3
ENSG00000171564	ENSP00000306099	FGB	ENSPKIG00000015556	ENSPKIP00000037336	fgb
ENSG00000121289	ENSP00000306105	CEP89	ENSPKIG00000020582	ENSPKIP00000002864	cep89
ENSG00000103932	ENSP00000306123	RPAP1	ENSPKIG00000022720	ENSPKIP00000006451	RPAP1
ENSG00000169676	ENSP00000306129	DRD5	ENSPKIG00000003967	ENSPKIP00000018383	
ENSG00000168685	ENSP00000306157	IL7R	ENSPKIG00000020030	ENSPKIP00000001919	
ENSG00000169446	ENSP00000306220	MMGT1	ENSPKIG00000021318	ENSPKIP00000004071	
ENSG00000170345	ENSP00000306245	FOS	ENSPKIG00000002938	ENSPKIP00000016748	FOS
ENSG00000171303	ENSP00000306275	KCNK3	ENSPKIG00000021013	ENSPKIP00000003557	kcnk3a
ENSG00000111907	ENSP00000306285	TPD52L1	ENSPKIG00000012956	ENSPKIP00000033135	tpd52l1
ENSG00000171813	ENSP00000306324	PWWP2B	ENSPKIG00000018566	ENSPKIP00000011502	PWWP2B
ENSG00000171612	ENSP00000306328	SLC25A33	ENSPKIG00000012981	ENSPKIP00000033188	slc25a33
ENSG00000166575	ENSP00000306344	TMEM135	ENSPKIG00000002203	ENSPKIP00000015491	tmem135
ENSG00000172382	ENSP00000306390	PRSS27	ENSPKIG00000025399	ENSPKIP00000010845	
ENSG00000169021	ENSP00000306397	UQCRFS1	ENSPKIG00000011020	ENSPKIP00000029982	uqcrfs1
ENSG00000003249	ENSP00000306407	DBNDD1	ENSPKIG00000019788	ENSPKIP00000001542	DBNDD1
ENSG00000169126	ENSP00000306410	ODAD2	ENSPKIG00000009701	ENSPKIP00000027829	ODAD2
ENSG00000170791	ENSP00000306425	CHCHD7	ENSPKIG00000010440	ENSPKIP00000029074	chchd7
ENSG00000170775	ENSP00000306449	GPR37	ENSPKIG00000011550	ENSPKIP00000030839	GPR37
ENSG00000171241	ENSP00000306473	SHCBP1	ENSPKIG00000004554	ENSPKIP00000019371	SHCBP1
ENSG00000168348	ENSP00000306523	INSM2	ENSPKIG00000009894	ENSPKIP00000028132	INSM2
ENSG00000121644	ENSP00000306528	DESI2	ENSPKIG00000022033	ENSPKIP00000005342	desi2
ENSG00000172172	ENSP00000306548	MRPL13	ENSPKIG00000018874	ENSPKIP00000000064	mrpl13
ENSG00000114026	ENSP00000306561	OGG1	ENSPKIG00000011480	ENSPKIP00000030723	ogg1
ENSG00000169696	ENSP00000306625	ASPSCR1	ENSPKIG00000010341	ENSPKIP00000028881	aspscr1
ENSG00000170209	ENSP00000306678	ANKK1	ENSPKIG00000005120	ENSPKIP00000020284	ankk1
ENSG00000170836	ENSP00000306682	PPM1D	ENSPKIG00000000512	ENSPKIP00000012865	PPM1D
ENSG00000171532	ENSP00000306754	NEUROD2	ENSPKIG00000020361	ENSPKIP00000002479	NEUROD2
ENSG00000169683	ENSP00000306760	LRRC45	ENSPKIG00000008103	ENSPKIP00000025118	LRRC45
ENSG00000170540	ENSP00000306788	ARL6IP1	ENSPKIG00000010596	ENSPKIP00000029293	arl6ip1
ENSG00000171174	ENSP00000306817	RBKS	ENSPKIG00000022653	ENSPKIP00000006338	RBKS
ENSG00000169857	ENSP00000306822	AVEN	ENSPKIG00000013758	ENSPKIP00000034432	
ENSG00000168758	ENSP00000306844	SEMA4C	ENSPKIG00000011012	ENSPKIP00000029961	sema4c
ENSG00000170296	ENSP00000306866	GABARAP	ENSPKIG00000001666	ENSPKIP00000014681	gabarapa
ENSG00000169248	ENSP00000306884	CXCL11	ENSPKIG00000002836	ENSPKIP00000016570	
ENSG00000171202	ENSP00000306887	TMEM126A	ENSPKIG00000003107	ENSPKIP00000017018	tmem126a
ENSG00000162391	ENSP00000306888	FAM151A	ENSPKIG00000009966	ENSPKIP00000028247	fam151a
ENSG00000144354	ENSP00000306968	CDCA7	ENSPKIG00000002298	ENSPKIP00000015659	
ENSG00000163872	ENSP00000306983	YEATS2	ENSPKIG00000014684	ENSPKIP00000035928	YEATS2
ENSG00000172399	ENSP00000306997	MYOZ2	ENSPKIG00000004580	ENSPKIP00000019382	myoz2a
ENSG00000171320	ENSP00000306999	ESCO2	ENSPKIG00000016038	ENSPKIP00000038126	esco2
ENSG00000169621	ENSP00000307004	APLF	ENSPKIG00000004644	ENSPKIP00000019502	APLF
ENSG00000172059	ENSP00000307023	KLF11	ENSPKIG00000001812	ENSPKIP00000014911	klf11b
ENSG00000169439	ENSP00000307046	SDC2	ENSPKIG00000019071	ENSPKIP00000000377	sdc2
ENSG00000171806	ENSP00000307077	METTL18	ENSPKIG00000016064	ENSPKIP00000038175	mettl18
ENSG00000171533	ENSP00000307093	MAP6	ENSPKIG00000012268	ENSPKIP00000031993	map6b
ENSG00000168350	ENSP00000307126	DEGS2	ENSPKIG00000023263	ENSPKIP00000007329	degs2
ENSG00000159147	ENSP00000307143	DONSON	ENSPKIG00000003943	ENSPKIP00000018353	DONSON
ENSG00000168556	ENSP00000307183	ING2	ENSPKIG00000023141	ENSPKIP00000007118	ing2
ENSG00000126522	ENSP00000307188	ASL	ENSPKIG00000019088	ENSPKIP00000000456	asl
ENSG00000168806	ENSP00000307214	LCMT2	ENSPKIG00000000360	ENSPKIP00000012622	lcmt2
ENSG00000172071	ENSP00000307235	EIF2AK3	ENSPKIG00000009777	ENSPKIP00000027931	EIF2AK3
ENSG00000169313	ENSP00000307259	P2RY12	ENSPKIG00000010302	ENSPKIP00000028802	p2ry12
ENSG00000106638	ENSP00000307260	TBL2	ENSPKIG00000014995	ENSPKIP00000036522	tbl2
ENSG00000171067	ENSP00000307264	C11orf24	ENSPKIG00000003662	ENSPKIP00000017928	
ENSG00000168530	ENSP00000307280	MYL1	ENSPKIG00000016470	ENSPKIP00000038886	myl1
ENSG00000166508	ENSP00000307288	MCM7	ENSPKIG00000002659	ENSPKIP00000016277	MCM7
ENSG00000169105	ENSP00000307297	CHST14	ENSPKIG00000008648	ENSPKIP00000025997	chst14
ENSG00000169018	ENSP00000307298	FEM1B	ENSPKIG00000017070	ENSPKIP00000039876	fem1b
ENSG00000169291	ENSP00000307369	SHE	ENSPKIG00000023556	ENSPKIP00000007793	SHE
ENSG00000168282	ENSP00000307423	MGAT2	ENSPKIG00000023527	ENSPKIP00000007748	mgat2
ENSG00000103154	ENSP00000307449	NECAB2	ENSPKIG00000000740	ENSPKIP00000013225	necab2
ENSG00000114742	ENSP00000307491	WDR48	ENSPKIG00000014276	ENSPKIP00000035293	wdr48b
ENSG00000172053	ENSP00000307567	QARS1	ENSPKIG00000022198	ENSPKIP00000005577	qars1
ENSG00000168795	ENSP00000307604	ZBTB5	ENSPKIG00000003547	ENSPKIP00000017751	ZBTB5
ENSG00000171160	ENSP00000307636	MORN4	ENSPKIG00000008291	ENSPKIP00000025397	
ENSG00000172425	ENSP00000307640	TTC36	ENSPKIG00000015965	ENSPKIP00000038006	ttc36
ENSG00000004766	ENSP00000307666	VPS50	ENSPKIG00000001030	ENSPKIP00000013814	VPS50
ENSG00000171148	ENSP00000307684	TADA3	ENSPKIG00000025324	ENSPKIP00000010714	tada3l
ENSG00000168785	ENSP00000307701	TSPAN5	ENSPKIG00000023070	ENSPKIP00000007020	tspan5a
ENSG00000170091	ENSP00000307722	NSG2	ENSPKIG00000009079	ENSPKIP00000026726	nsg2
ENSG00000170293	ENSP00000307741	CMTM8	ENSPKIG00000023775	ENSPKIP00000008147	cmtm8a
ENSG00000168830	ENSP00000307766	HTR1E	ENSPKIG00000017632	ENSPKIP00000040806	
ENSG00000172115	ENSP00000307786	CYCS	ENSPKIG00000019914	ENSPKIP00000001734	cycsb
ENSG00000170044	ENSP00000307801	ZPLD1	ENSPKIG00000002569	ENSPKIP00000016094	ZPLD1
ENSG00000167196	ENSP00000307833	FBXO22	ENSPKIG00000008362	ENSPKIP00000025517	FBXO22
ENSG00000172732	ENSP00000307853	MUS81	ENSPKIG00000024730	ENSPKIP00000009746	mus81
ENSG00000110628	ENSP00000307859	SLC22A18	ENSPKIG00000014108	ENSPKIP00000034975	slc22a18
ENSG00000135968	ENSP00000307939	GCC2	ENSPKIG00000021194	ENSPKIP00000003921	GCC2
ENSG00000169733	ENSP00000307971	RFNG	ENSPKIG00000006732	ENSPKIP00000022900	rfng
ENSG00000149016	ENSP00000308000	TUT1	ENSPKIG00000022062	ENSPKIP00000005405	tut1
ENSG00000173011	ENSP00000308022	TADA2B	ENSPKIG00000017247	ENSPKIP00000040172	tada2b
ENSG00000173083	ENSP00000308107	HPSE	ENSPKIG00000021681	ENSPKIP00000004674	hpse
ENSG00000174807	ENSP00000308117	CD248	ENSPKIG00000003845	ENSPKIP00000018175	cd248b
ENSG00000065183	ENSP00000308179	WDR3	ENSPKIG00000024900	ENSPKIP00000010034	wdr3
ENSG00000174136	ENSP00000308219	RGMB	ENSPKIG00000016180	ENSPKIP00000038375	rgmb
ENSG00000173163	ENSP00000308236	COMMD1	ENSPKIG00000005530	ENSPKIP00000020929	commd1
ENSG00000204316	ENSP00000308275	MRPL38	ENSPKIG00000022027	ENSPKIP00000005308	mrpl38
ENSG00000147679	ENSP00000308332	UTP23	ENSPKIG00000018790	ENSPKIP00000011208	utp23
ENSG00000168404	ENSP00000308351	MLKL	ENSPKIG00000020269	ENSPKIP00000002339	MLKL
ENSG00000174106	ENSP00000308369	LEMD3	ENSPKIG00000021723	ENSPKIP00000004744	lemd3
ENSG00000105968	ENSP00000308405	H2AZ2	ENSPKIG00000009326	ENSPKIP00000027145	h2az2b
ENSG00000117399	ENSP00000308450	CDC20	ENSPKIG00000008772	ENSPKIP00000026209	cdc20
ENSG00000172602	ENSP00000308461	RND1	ENSPKIG00000024099	ENSPKIP00000008727	rnd1a
ENSG00000174946	ENSP00000308479	GPR171	ENSPKIG00000014733	ENSPKIP00000035988	GPR171
ENSG00000175414	ENSP00000308496	ARL10	ENSPKIG00000009571	ENSPKIP00000027563	ARL10
ENSG00000180210	ENSP00000308541	F2	ENSPKIG00000002920	ENSPKIP00000016733	f2
ENSG00000174276	ENSP00000308548	ZNHIT2	ENSPKIG00000023039	ENSPKIP00000006960	znhit2
ENSG00000163485	ENSP00000308549	ADORA1	ENSPKIG00000001010	ENSPKIP00000013660	adora1b
ENSG00000175279	ENSP00000308583	CENPS	ENSPKIG00000012136	ENSPKIP00000031810	cenps
ENSG00000175229	ENSP00000308591	GAL3ST3	ENSPKIG00000008872	ENSPKIP00000026343	GAL3ST3
ENSG00000173467	ENSP00000308606	AGR3	ENSPKIG00000014260	ENSPKIP00000035221	agr1
ENSG00000175097	ENSP00000308620	RAG2	ENSPKIG00000021925	ENSPKIP00000005109	rag2
ENSG00000175581	ENSP00000308717	MRPL48	ENSPKIG00000024210	ENSPKIP00000008901	mrpl48
ENSG00000173705	ENSP00000308727	SUSD5	ENSPKIG00000011308	ENSPKIP00000030465	susd5
ENSG00000173250	ENSP00000308733	GPR151	ENSPKIG00000002624	ENSPKIP00000016177	GPR151
ENSG00000173894	ENSP00000308750	CBX2	ENSPKIG00000014359	ENSPKIP00000035371	cbx2
ENSG00000173276	ENSP00000308759	ZBTB21	ENSPKIG00000020728	ENSPKIP00000003071	ZBTB21
ENSG00000173597	ENSP00000308770	SULT1B1	ENSPKIG00000008115	ENSPKIP00000025134	sult1st6
ENSG00000166405	ENSP00000308820	RIC3	ENSPKIG00000023448	ENSPKIP00000007627	ric3a
ENSG00000162804	ENSP00000308893	SNED1	ENSPKIG00000024517	ENSPKIP00000009423	SNED1
ENSG00000173638	ENSP00000308895	SLC19A1	ENSPKIG00000019272	ENSPKIP00000000706	SLC19A1
ENSG00000174547	ENSP00000308897	MRPL11	ENSPKIG00000024583	ENSPKIP00000009486	mrpl11
ENSG00000173302	ENSP00000308908	GPR148	ENSPKIG00000014777	ENSPKIP00000036070	
ENSG00000071794	ENSP00000308944	HLTF	ENSPKIG00000021535	ENSPKIP00000004415	HLTF
ENSG00000049883	ENSP00000308948	PTCD2	ENSPKIG00000019896	ENSPKIP00000001713	ptcd2
