Species1GeneID	Species1ProteinID	Species1GeneName	Species2GeneID	Species2ProteinID	Species2GeneName
ENSEEEG00000007684	ENSEEEP00000015513	TNNC2	ENSPKIG00000023457	ENSPKIP00000007641	TNNC2
ENSEEEG00000007708	ENSEEEP00000015519	TAF13	ENSPKIG00000015501	ENSPKIP00000037238	taf13
ENSEEEG00000007712	ENSEEEP00000015531	GPR82	ENSPKIG00000003483	ENSPKIP00000017660	GPR82
ENSEEEG00000007715	ENSEEEP00000015535	NYX	ENSPKIG00000003512	ENSPKIP00000017702	nyx
ENSEEEG00000007718	ENSEEEP00000015570	DPM1	ENSPKIG00000023975	ENSPKIP00000008524	dpm1
ENSEEEG00000007705	ENSEEEP00000015582	GATB	ENSPKIG00000017076	ENSPKIP00000039925	GATB
ENSEEEG00000007731	ENSEEEP00000015591	sh3d19	ENSPKIG00000016893	ENSPKIP00000039591	
ENSEEEG00000007732	ENSEEEP00000015600	RPS3A	ENSPKIG00000014006	ENSPKIP00000034824	RPS3A
ENSEEEG00000007734	ENSEEEP00000015603	CELA1	ENSPKIG00000024733	ENSPKIP00000009752	cela1.6
ENSEEEG00000007741	ENSEEEP00000015608	CDIN1	ENSPKIG00000020090	ENSPKIP00000002040	cdin1
ENSEEEG00000007672	ENSEEEP00000015619	RABGGTB	ENSPKIG00000009653	ENSPKIP00000027718	rabggtb
ENSEEEG00000007635	ENSEEEP00000015626	CTSA	ENSPKIG00000003093	ENSPKIP00000017023	ctsa
ENSEEEG00000007745	ENSEEEP00000015631	ACADM	ENSPKIG00000009680	ENSPKIP00000027756	
ENSEEEG00000007751	ENSEEEP00000015642	CYHR1	ENSPKIG00000010818	ENSPKIP00000029655	zftraf1
ENSEEEG00000007755	ENSEEEP00000015652	NCOA5	ENSPKIG00000003145	ENSPKIP00000017088	ncoa5
ENSEEEG00000007587	ENSEEEP00000015653	DARS1	ENSPKIG00000010740	ENSPKIP00000029545	dars1
ENSEEEG00000007759	ENSEEEP00000015662	si:ch211-81n22.1	ENSPKIG00000003426	ENSPKIP00000017566	nat8l2
ENSEEEG00000007760	ENSEEEP00000015663	CYP24A1	ENSPKIG00000003487	ENSPKIP00000017695	cyp24a1
ENSEEEG00000007763	ENSEEEP00000015674		ENSPKIG00000011352	ENSPKIP00000030517	
ENSEEEG00000007762	ENSEEEP00000015676	RTF2	ENSPKIG00000016746	ENSPKIP00000039360	rtf2
ENSEEEG00000007764	ENSEEEP00000015680	FABP3	ENSPKIG00000010776	ENSPKIP00000029599	fabp3
ENSEEEG00000007749	ENSEEEP00000015683	calb2b	ENSPKIG00000020797	ENSPKIP00000003192	asmt
ENSEEEG00000007767	ENSEEEP00000015688	atoh1a	ENSPKIG00000017085	ENSPKIP00000039898	atoh1a
ENSEEEG00000007768	ENSEEEP00000015692	AKAP17A	ENSPKIG00000020821	ENSPKIP00000003206	akap17a
ENSEEEG00000007774	ENSEEEP00000015700	SYT10	ENSPKIG00000013057	ENSPKIP00000033326	
ENSEEEG00000007776	ENSEEEP00000015704	CCSER1	ENSPKIG00000017203	ENSPKIP00000040107	CCSER1
ENSEEEG00000007778	ENSEEEP00000015705		ENSPKIG00000023355	ENSPKIP00000007483	
ENSEEEG00000007766	ENSEEEP00000015706	GCNT7	ENSPKIG00000016772	ENSPKIP00000039414	GCNT7
ENSEEEG00000007780	ENSEEEP00000015708	PGGT1B	ENSPKIG00000017342	ENSPKIP00000040350	pggt1b
ENSEEEG00000007782	ENSEEEP00000015715	GTF2F1	ENSPKIG00000004185	ENSPKIP00000018737	gtf2f1
ENSEEEG00000007784	ENSEEEP00000015716	CCDC112	ENSPKIG00000017406	ENSPKIP00000040442	
ENSEEEG00000007789	ENSEEEP00000015722	ALKBH7	ENSPKIG00000005035	ENSPKIP00000020146	alkbh7
ENSEEEG00000007790	ENSEEEP00000015727	TMED7	ENSPKIG00000012486	ENSPKIP00000032344	tmed7
ENSEEEG00000007791	ENSEEEP00000015731	CDO1	ENSPKIG00000017457	ENSPKIP00000040529	cdo1
ENSEEEG00000007792	ENSEEEP00000015734	AP3S1	ENSPKIG00000017487	ENSPKIP00000040598	AP3S1
ENSEEEG00000007793	ENSEEEP00000015737	COMMD10	ENSPKIG00000017602	ENSPKIP00000040771	COMMD10
ENSEEEG00000007797	ENSEEEP00000015755	arhgef3l	ENSPKIG00000007479	ENSPKIP00000024121	arhgef3l
ENSEEEG00000007744	ENSEEEP00000015765	RDH5	ENSPKIG00000024770	ENSPKIP00000009810	rdh5
ENSEEEG00000007803	ENSEEEP00000015766	bloc1s1	ENSPKIG00000024779	ENSPKIP00000009831	bloc1s1
ENSEEEG00000007805	ENSEEEP00000015771	TBC1D20	ENSPKIG00000016255	ENSPKIP00000038532	tbc1d20
ENSEEEG00000007806	ENSEEEP00000015775	RBCK1	ENSPKIG00000016212	ENSPKIP00000038451	rbck1
ENSEEEG00000007808	ENSEEEP00000015781	HTD2	ENSPKIG00000025275	ENSPKIP00000010630	HTD2
ENSEEEG00000007809	ENSEEEP00000015787	TES	ENSPKIG00000025554	ENSPKIP00000011124	tes
ENSEEEG00000007813	ENSEEEP00000015794	ING4	ENSPKIG00000025320	ENSPKIP00000010707	ing4
ENSEEEG00000007819	ENSEEEP00000015811	SPRED1	ENSPKIG00000022559	ENSPKIP00000006173	spred1
ENSEEEG00000007820	ENSEEEP00000015812	lrrc29	ENSPKIG00000023243	ENSPKIP00000007276	fbxl9
ENSEEEG00000007822	ENSEEEP00000015815	FAM98B	ENSPKIG00000022087	ENSPKIP00000005407	FAM98B
ENSEEEG00000007812	ENSEEEP00000015822	PXK	ENSPKIG00000025263	ENSPKIP00000010619	pxk
ENSEEEG00000007816	ENSEEEP00000015832	DDX27	ENSPKIG00000002802	ENSPKIP00000016548	ddx27
ENSEEEG00000007831	ENSEEEP00000015841	VAC14	ENSPKIG00000011459	ENSPKIP00000030699	vac14
ENSEEEG00000007800	ENSEEEP00000015842	HSD17B4	ENSPKIG00000017865	ENSPKIP00000041276	hsd17b4
ENSEEEG00000007833	ENSEEEP00000015843	SNRPB	ENSPKIG00000002865	ENSPKIP00000016611	snrpb
ENSEEEG00000007834	ENSEEEP00000015848	SNORC	ENSPKIG00000002875	ENSPKIP00000016640	
ENSEEEG00000007835	ENSEEEP00000015854	kcnip1b	ENSPKIG00000009016	ENSPKIP00000026620	
ENSEEEG00000007837	ENSEEEP00000015859	CHMP4C	ENSPKIG00000016972	ENSPKIP00000039719	chmp4c
ENSEEEG00000007838	ENSEEEP00000015860	PYURF	ENSPKIG00000022665	ENSPKIP00000006349	PYURF
ENSEEEG00000007839	ENSEEEP00000015861	pth1a	ENSPKIG00000022656	ENSPKIP00000006330	
ENSEEEG00000007818	ENSEEEP00000015865	BACE2	ENSPKIG00000012437	ENSPKIP00000032273	bace2
ENSEEEG00000007840	ENSEEEP00000015870	zfand1	ENSPKIG00000017006	ENSPKIP00000039793	zfand1
ENSEEEG00000007843	ENSEEEP00000015872	PRR16	ENSPKIG00000017969	ENSPKIP00000041394	prr16
ENSEEEG00000007844	ENSEEEP00000015873		ENSPKIG00000001741	ENSPKIP00000014808	
ENSEEEG00000007845	ENSEEEP00000015874	prlh2	ENSPKIG00000017044	ENSPKIP00000039832	prlh2
ENSEEEG00000007847	ENSEEEP00000015875	myrip	ENSPKIG00000013371	ENSPKIP00000033788	MYRIP
ENSEEEG00000007849	ENSEEEP00000015881	si:dkeyp-87e7.4	ENSPKIG00000005896	ENSPKIP00000021532	
ENSEEEG00000007826	ENSEEEP00000015882	atxn3	ENSPKIG00000005056	ENSPKIP00000020184	atxn3
ENSEEEG00000007851	ENSEEEP00000015884	SNCAIP	ENSPKIG00000018019	ENSPKIP00000041489	sncaip
ENSEEEG00000007854	ENSEEEP00000015886	si:dkey-165a24.9	ENSPKIG00000002394	ENSPKIP00000015809	si:dkey-165a24.9
ENSEEEG00000007858	ENSEEEP00000015891	SDC2	ENSPKIG00000019071	ENSPKIP00000000377	sdc2
ENSEEEG00000007860	ENSEEEP00000015896	tpmt.1	ENSPKIG00000019144	ENSPKIP00000000507	tpmt.2
ENSEEEG00000007857	ENSEEEP00000015898	ponzr3	ENSPKIG00000020040	ENSPKIP00000001961	
ENSEEEG00000007863	ENSEEEP00000015901	si:ch1073-416d2.3	ENSPKIG00000005080	ENSPKIP00000020219	SERPINA10
ENSEEEG00000007867	ENSEEEP00000015904	zgc:114119	ENSPKIG00000022225	ENSPKIP00000005632	zgc:114119
ENSEEEG00000007753	ENSEEEP00000015921	HECTD3	ENSPKIG00000010636	ENSPKIP00000029394	hectd3
ENSEEEG00000007881	ENSEEEP00000015928	ier2a	ENSPKIG00000004550	ENSPKIP00000019344	ier2a
ENSEEEG00000007885	ENSEEEP00000015943	PCP4	ENSPKIG00000012281	ENSPKIP00000032020	
ENSEEEG00000007886	ENSEEEP00000015945	sh3bgr	ENSPKIG00000012144	ENSPKIP00000031937	sh3bgr
ENSEEEG00000007887	ENSEEEP00000015946	GET1	ENSPKIG00000006725	ENSPKIP00000022891	get1
ENSEEEG00000007884	ENSEEEP00000015967	rps8a	ENSPKIG00000010571	ENSPKIP00000029269	rps8a
ENSEEEG00000007895	ENSEEEP00000015969	rbp2a	ENSPKIG00000009801	ENSPKIP00000027978	rbp2a
ENSEEEG00000007904	ENSEEEP00000015973	PAIP1	ENSPKIG00000020456	ENSPKIP00000002625	paip1
ENSEEEG00000007906	ENSEEEP00000015976	si:ch211-106k21.5	ENSPKIG00000010526	ENSPKIP00000029168	
ENSEEEG00000007903	ENSEEEP00000015984	MRPS22	ENSPKIG00000006156	ENSPKIP00000021949	mrps22
ENSEEEG00000007915	ENSEEEP00000015990	RPS28	ENSPKIG00000008060	ENSPKIP00000025042	rps28
ENSEEEG00000007918	ENSEEEP00000015992	MED26	ENSPKIG00000007041	ENSPKIP00000023392	MED26
ENSEEEG00000007920	ENSEEEP00000015997	trnau1apb	ENSPKIG00000007995	ENSPKIP00000024969	trnau1apb
ENSEEEG00000007923	ENSEEEP00000016004	EIF2B1	ENSPKIG00000004948	ENSPKIP00000020011	
ENSEEEG00000007924	ENSEEEP00000016005	RPP40	ENSPKIG00000006311	ENSPKIP00000022209	rpp40
ENSEEEG00000007925	ENSEEEP00000016008	fitm1l	ENSPKIG00000018201	ENSPKIP00000041790	FITM1
ENSEEEG00000007928	ENSEEEP00000016012	zgc:154075	ENSPKIG00000012060	ENSPKIP00000031687	zgc:154075
ENSEEEG00000007940	ENSEEEP00000016029	lifra	ENSPKIG00000015938	ENSPKIP00000037956	lifra
ENSEEEG00000007944	ENSEEEP00000016033	gpx9	ENSPKIG00000007292	ENSPKIP00000023843	gpx9
ENSEEEG00000007945	ENSEEEP00000016037		ENSPKIG00000007253	ENSPKIP00000023741	
ENSEEEG00000007946	ENSEEEP00000016038	FBXL15	ENSPKIG00000007243	ENSPKIP00000023724	fbxl15
ENSEEEG00000007953	ENSEEEP00000016055	BORCS5	ENSPKIG00000018764	ENSPKIP00000011837	borcs5
ENSEEEG00000007955	ENSEEEP00000016059	C12orf29	ENSPKIG00000024208	ENSPKIP00000008903	rlig1
ENSEEEG00000007954	ENSEEEP00000016060	EXOSC9	ENSPKIG00000005890	ENSPKIP00000021547	exosc9
ENSEEEG00000007957	ENSEEEP00000016065	limch1a	ENSPKIG00000013705	ENSPKIP00000034434	LIMCH1
ENSEEEG00000007960	ENSEEEP00000016068	UCHL1	ENSPKIG00000005285	ENSPKIP00000020551	UCHL1
ENSEEEG00000007958	ENSEEEP00000016069	CEP290	ENSPKIG00000024226	ENSPKIP00000008938	cep290
ENSEEEG00000007962	ENSEEEP00000016076	TMTC3	ENSPKIG00000011247	ENSPKIP00000030387	TMTC3
ENSEEEG00000007963	ENSEEEP00000016081	kitlga	ENSPKIG00000024265	ENSPKIP00000009000	kitlga
ENSEEEG00000007880	ENSEEEP00000016096	TTC8	ENSPKIG00000002621	ENSPKIP00000016202	ttc8
ENSEEEG00000007971	ENSEEEP00000016110	FCER2	ENSPKIG00000002674	ENSPKIP00000016280	
ENSEEEG00000007976	ENSEEEP00000016119	haus4	ENSPKIG00000005146	ENSPKIP00000020326	haus4
ENSEEEG00000007974	ENSEEEP00000016121	NDC80	ENSPKIG00000022149	ENSPKIP00000005507	ndc80
ENSEEEG00000007977	ENSEEEP00000016123	DDRGK1	ENSPKIG00000019095	ENSPKIP00000000418	DDRGK1
ENSEEEG00000007983	ENSEEEP00000016128	FASTKD5	ENSPKIG00000016079	ENSPKIP00000038206	FASTKD5
ENSEEEG00000007986	ENSEEEP00000016138	RNF185	ENSPKIG00000017239	ENSPKIP00000040184	rnf185
ENSEEEG00000008006	ENSEEEP00000016164	pnp4a	ENSPKIG00000017033	ENSPKIP00000039817	pnp4a
ENSEEEG00000008007	ENSEEEP00000016165	si:dkey-76p14.2	ENSPKIG00000017055	ENSPKIP00000039852	
ENSEEEG00000008008	ENSEEEP00000016166	REM1	ENSPKIG00000017079	ENSPKIP00000039906	rem1
ENSEEEG00000008011	ENSEEEP00000016171	BPNT1	ENSPKIG00000003629	ENSPKIP00000017919	bpnt1
ENSEEEG00000008000	ENSEEEP00000016173	PPIC	ENSPKIG00000018208	ENSPKIP00000041810	PPIC
ENSEEEG00000008014	ENSEEEP00000016178	si:ch211-59d15.9	ENSPKIG00000003596	ENSPKIP00000017838	saysd1
ENSEEEG00000008015	ENSEEEP00000016179	C12orf57	ENSPKIG00000022334	ENSPKIP00000005798	grcc10
ENSEEEG00000008003	ENSEEEP00000016180	LRRFIP2	ENSPKIG00000021339	ENSPKIP00000004096	lrrfip2
ENSEEEG00000008020	ENSEEEP00000016194	STPG2	ENSPKIG00000016792	ENSPKIP00000039454	stpg2
ENSEEEG00000008018	ENSEEEP00000016195	MLH1	ENSPKIG00000021434	ENSPKIP00000004259	mlh1
ENSEEEG00000008024	ENSEEEP00000016216	KRI1	ENSPKIG00000007632	ENSPKIP00000024338	kri1
ENSEEEG00000008027	ENSEEEP00000016217	SPC24	ENSPKIG00000007607	ENSPKIP00000024289	spc24
ENSEEEG00000008029	ENSEEEP00000016220	zgc:162612	ENSPKIG00000010442	ENSPKIP00000029045	
ENSEEEG00000008030	ENSEEEP00000016221	si:dkeyp-69e1.8	ENSPKIG00000007563	ENSPKIP00000024229	
ENSEEEG00000008031	ENSEEEP00000016222	hmgxb4a	ENSPKIG00000010496	ENSPKIP00000029127	hmgxb4a
ENSEEEG00000008033	ENSEEEP00000016228	ANKRD54	ENSPKIG00000006491	ENSPKIP00000022515	ankrd54
ENSEEEG00000008035	ENSEEEP00000016239	FOXRED2	ENSPKIG00000006531	ENSPKIP00000022625	foxred2
ENSEEEG00000008043	ENSEEEP00000016251	DDX28	ENSPKIG00000021200	ENSPKIP00000003874	ddx28
ENSEEEG00000008042	ENSEEEP00000016262	MCM5	ENSPKIG00000006585	ENSPKIP00000022716	mcm5
ENSEEEG00000008046	ENSEEEP00000016270	ackr4b	ENSPKIG00000013325	ENSPKIP00000033710	ACKR4
ENSEEEG00000008047	ENSEEEP00000016272	PXDC1	ENSPKIG00000003821	ENSPKIP00000018159	PXDC1
ENSEEEG00000008055	ENSEEEP00000016283	ccr9b	ENSPKIG00000009754	ENSPKIP00000027889	CCR9
ENSEEEG00000008058	ENSEEEP00000016291	LZTFL1	ENSPKIG00000009710	ENSPKIP00000027849	lztfl1
ENSEEEG00000008053	ENSEEEP00000016297	NISCH	ENSPKIG00000025174	ENSPKIP00000010455	NISCH
ENSEEEG00000008061	ENSEEEP00000016305	PRDM6	ENSPKIG00000018259	ENSPKIP00000041914	PRDM6
ENSEEEG00000008064	ENSEEEP00000016312		ENSPKIG00000025168	ENSPKIP00000010446	
ENSEEEG00000008048	ENSEEEP00000016321	GCAT	ENSPKIG00000006643	ENSPKIP00000022776	gcat
ENSEEEG00000008070	ENSEEEP00000016322	CENPP	ENSPKIG00000025115	ENSPKIP00000010370	cenpp
ENSEEEG00000008072	ENSEEEP00000016323	ogna	ENSPKIG00000025138	ENSPKIP00000010402	ogna
ENSEEEG00000008075	ENSEEEP00000016327	ASPN	ENSPKIG00000025130	ENSPKIP00000010390	aspn
ENSEEEG00000008076	ENSEEEP00000016330	XRCC3	ENSPKIG00000009412	ENSPKIP00000027271	xrcc3
ENSEEEG00000008078	ENSEEEP00000016332	LUC7L3	ENSPKIG00000007180	ENSPKIP00000023618	LUC7L3
ENSEEEG00000008059	ENSEEEP00000016335	RHAG	ENSPKIG00000021430	ENSPKIP00000004248	rhag
ENSEEEG00000008088	ENSEEEP00000016349	RD3	ENSPKIG00000021412	ENSPKIP00000004208	rd3
ENSEEEG00000008077	ENSEEEP00000016354	ECM2	ENSPKIG00000025120	ENSPKIP00000010378	ECM2
ENSEEEG00000008097	ENSEEEP00000016357	DYNLRB2	ENSPKIG00000002313	ENSPKIP00000015680	
ENSEEEG00000008099	ENSEEEP00000016360	si:ch211-197h24.6	ENSPKIG00000014817	ENSPKIP00000036152	si:ch211-197h24.6
ENSEEEG00000008102	ENSEEEP00000016365	TEX10	ENSPKIG00000014782	ENSPKIP00000036082	tex10
ENSEEEG00000008110	ENSEEEP00000016376	si:ch211-199g17.9	ENSPKIG00000011395	ENSPKIP00000030595	
ENSEEEG00000008116	ENSEEEP00000016390	LRMDA	ENSPKIG00000011274	ENSPKIP00000030415	lrmda
ENSEEEG00000008096	ENSEEEP00000016416	NEK2	ENSPKIG00000021375	ENSPKIP00000004148	nek2
ENSEEEG00000008054	ENSEEEP00000016426	THOC7	ENSPKIG00000023365	ENSPKIP00000007504	thoc7
ENSEEEG00000008132	ENSEEEP00000016437	COQ7	ENSPKIG00000007978	ENSPKIP00000024921	
ENSEEEG00000008139	ENSEEEP00000016438	NFS1	ENSPKIG00000017289	ENSPKIP00000040295	nfs1
ENSEEEG00000008137	ENSEEEP00000016440	RALBP1	ENSPKIG00000008882	ENSPKIP00000026386	ralbp1
ENSEEEG00000008144	ENSEEEP00000016444	KATNBL1	ENSPKIG00000008014	ENSPKIP00000024975	TBATA
ENSEEEG00000008148	ENSEEEP00000016450	mxra8a	ENSPKIG00000009945	ENSPKIP00000028223	mxra8b
ENSEEEG00000008151	ENSEEEP00000016462	ATRIP	ENSPKIG00000025096	ENSPKIP00000010345	atrip
ENSEEEG00000008163	ENSEEEP00000016477	NUF2	ENSPKIG00000024545	ENSPKIP00000009428	nuf2
ENSEEEG00000008138	ENSEEEP00000016480	SYNPR	ENSPKIG00000023412	ENSPKIP00000007562	SYNPR
ENSEEEG00000008167	ENSEEEP00000016482	THUMPD2	ENSPKIG00000022207	ENSPKIP00000005597	THUMPD2
ENSEEEG00000008168	ENSEEEP00000016483	RAB43	ENSPKIG00000024563	ENSPKIP00000009452	rab43
ENSEEEG00000007930	ENSEEEP00000016484	NDC1	ENSPKIG00000010451	ENSPKIP00000029058	ndc1
ENSEEEG00000008172	ENSEEEP00000016488	ECD	ENSPKIG00000000476	ENSPKIP00000012798	ecd
ENSEEEG00000008173	ENSEEEP00000016495	isy1	ENSPKIG00000024592	ENSPKIP00000009499	isy1
ENSEEEG00000008174	ENSEEEP00000016496	rxfp3.2b	ENSPKIG00000018949	ENSPKIP00000000184	rxfp3.2b
ENSEEEG00000008176	ENSEEEP00000016498	DCAKD	ENSPKIG00000000634	ENSPKIP00000013059	dcakd
ENSEEEG00000008180	ENSEEEP00000016510	olfml3b	ENSPKIG00000007644	ENSPKIP00000024360	olfml3a
ENSEEEG00000008182	ENSEEEP00000016511	gpr25	ENSPKIG00000024445	ENSPKIP00000009258	GPR25
ENSEEEG00000008183	ENSEEEP00000016514	inavab	ENSPKIG00000024451	ENSPKIP00000009280	
ENSEEEG00000008009	ENSEEEP00000016521	LAP3	ENSPKIG00000022415	ENSPKIP00000005965	lap3
ENSEEEG00000008201	ENSEEEP00000016547	cxcl8a	ENSPKIG00000016274	ENSPKIP00000038549	
ENSEEEG00000008202	ENSEEEP00000016556	PMVK	ENSPKIG00000015704	ENSPKIP00000037571	pmvk
ENSEEEG00000008209	ENSEEEP00000016568	zgc:113691	ENSPKIG00000010438	ENSPKIP00000029030	zgc:113691
ENSEEEG00000008210	ENSEEEP00000016569	YIPF1	ENSPKIG00000010413	ENSPKIP00000028994	yipf1
ENSEEEG00000008211	ENSEEEP00000016570	LRRC42	ENSPKIG00000010397	ENSPKIP00000028962	lrrc42
ENSEEEG00000008207	ENSEEEP00000016581	KDM1A	ENSPKIG00000014589	ENSPKIP00000035773	kdm1a
ENSEEEG00000008213	ENSEEEP00000016604	CYB5R1	ENSPKIG00000017647	ENSPKIP00000040851	CYB5R1
ENSEEEG00000008225	ENSEEEP00000016613	sox4b	ENSPKIG00000020154	ENSPKIP00000002136	sox4b
ENSEEEG00000008229	ENSEEEP00000016617		ENSPKIG00000011056	ENSPKIP00000030062	
ENSEEEG00000008086	ENSEEEP00000016620	CEP120	ENSPKIG00000018351	ENSPKIP00000011859	CEP120
ENSEEEG00000008234	ENSEEEP00000016632	CLPS	ENSPKIG00000008229	ENSPKIP00000025304	CLPS
ENSEEEG00000008237	ENSEEEP00000016635		ENSPKIG00000015662	ENSPKIP00000037504	
ENSEEEG00000008215	ENSEEEP00000016642	TMEM30B	ENSPKIG00000014541	ENSPKIP00000035684	tmem30b
ENSEEEG00000008241	ENSEEEP00000016644	CMSS1	ENSPKIG00000012609	ENSPKIP00000032565	cmss1
ENSEEEG00000008243	ENSEEEP00000016648	tmem30c	ENSPKIG00000012397	ENSPKIP00000032221	tmem30c
ENSEEEG00000008239	ENSEEEP00000016657	ccl34a.4	ENSPKIG00000015635	ENSPKIP00000037484	
ENSEEEG00000008251	ENSEEEP00000016662	jagn1a	ENSPKIG00000012451	ENSPKIP00000032292	jagn1b
ENSEEEG00000008252	ENSEEEP00000016664	TFG	ENSPKIG00000020591	ENSPKIP00000002867	tfg
ENSEEEG00000008236	ENSEEEP00000016680	nup62l	ENSPKIG00000021980	ENSPKIP00000005230	nup62l
ENSEEEG00000008268	ENSEEEP00000016683	POLA1	ENSPKIG00000025070	ENSPKIP00000010323	pola1
ENSEEEG00000008272	ENSEEEP00000016688	rab3da	ENSPKIG00000009021	ENSPKIP00000026604	rab3da
ENSEEEG00000008274	ENSEEEP00000016690	PLD6	ENSPKIG00000009005	ENSPKIP00000026577	pld6
ENSEEEG00000008277	ENSEEEP00000016696	ZNF608	ENSPKIG00000018458	ENSPKIP00000011311	ZNF608
ENSEEEG00000008279	ENSEEEP00000016705	MSMO1	ENSPKIG00000019967	ENSPKIP00000001833	msmo1
ENSEEEG00000008278	ENSEEEP00000016706	GOLGA7	ENSPKIG00000000067	ENSPKIP00000012184	GOLGA7
ENSEEEG00000008281	ENSEEEP00000016710	CPE	ENSPKIG00000020014	ENSPKIP00000001931	cpe
ENSEEEG00000008273	ENSEEEP00000016719	pcyt1ba	ENSPKIG00000025057	ENSPKIP00000010283	PCYT1B
ENSEEEG00000008287	ENSEEEP00000016723	soul3	ENSPKIG00000000882	ENSPKIP00000013456	soul3
ENSEEEG00000008294	ENSEEEP00000016734	SPP2	ENSPKIG00000003117	ENSPKIP00000017024	
ENSEEEG00000008296	ENSEEEP00000016738	ALG11	ENSPKIG00000019864	ENSPKIP00000001647	alg11
ENSEEEG00000008298	ENSEEEP00000016739	CPB2	ENSPKIG00000002033	ENSPKIP00000015255	cpb2
ENSEEEG00000008300	ENSEEEP00000016741	ZC3H13	ENSPKIG00000019756	ENSPKIP00000001537	zc3h13
ENSEEEG00000008305	ENSEEEP00000016750	si:ch211-272n13.3	ENSPKIG00000006161	ENSPKIP00000021956	si:ch211-272n13.3
ENSEEEG00000008308	ENSEEEP00000016755	SLC10A3	ENSPKIG00000004672	ENSPKIP00000019540	slc10a3
ENSEEEG00000007964	ENSEEEP00000016761	DHX58	ENSPKIG00000020140	ENSPKIP00000002172	dhx58
ENSEEEG00000008315	ENSEEEP00000016770		ENSPKIG00000004035	ENSPKIP00000018496	
ENSEEEG00000008319	ENSEEEP00000016780	RBM42	ENSPKIG00000015165	ENSPKIP00000036695	rbm42
ENSEEEG00000008335	ENSEEEP00000016819	ercc6l2	ENSPKIG00000016799	ENSPKIP00000039460	ercc6l2
ENSEEEG00000008338	ENSEEEP00000016827	HSD17B3	ENSPKIG00000016875	ENSPKIP00000039557	hsd17b3
ENSEEEG00000008342	ENSEEEP00000016833	tspan36	ENSPKIG00000017013	ENSPKIP00000039782	tspan36
ENSEEEG00000008343	ENSEEEP00000016835	MPEG1	ENSPKIG00000021867	ENSPKIP00000005008	mpeg1.3
ENSEEEG00000008344	ENSEEEP00000016836	prf1.5	ENSPKIG00000017028	ENSPKIP00000039811	prf1.5
ENSEEEG00000008349	ENSEEEP00000016846	SFI1	ENSPKIG00000015833	ENSPKIP00000037794	aspm
ENSEEEG00000008354	ENSEEEP00000016864	NRSN1	ENSPKIG00000020163	ENSPKIP00000002153	NRSN1
ENSEEEG00000008356	ENSEEEP00000016866		ENSPKIG00000023876	ENSPKIP00000008329	
ENSEEEG00000008357	ENSEEEP00000016868	PAK1IP1	ENSPKIG00000008048	ENSPKIP00000025028	pak1ip1
ENSEEEG00000008359	ENSEEEP00000016869	DCDC2	ENSPKIG00000020174	ENSPKIP00000002175	DCDC2
ENSEEEG00000008367	ENSEEEP00000016879	IL6R	ENSPKIG00000004910	ENSPKIP00000020003	
ENSEEEG00000008275	ENSEEEP00000016880	bbs1	ENSPKIG00000003222	ENSPKIP00000017252	bbs1
ENSEEEG00000008376	ENSEEEP00000016894	zgc:165604	ENSPKIG00000019572	ENSPKIP00000001178	zgc:165604
ENSEEEG00000008383	ENSEEEP00000016912	NPY	ENSPKIG00000012245	ENSPKIP00000031960	NPY
ENSEEEG00000008384	ENSEEEP00000016916	FAM221A	ENSPKIG00000012259	ENSPKIP00000031981	fam221a
ENSEEEG00000008386	ENSEEEP00000016917	zgc:172339	ENSPKIG00000019902	ENSPKIP00000001728	
ENSEEEG00000008387	ENSEEEP00000016918	CCDC126	ENSPKIG00000012279	ENSPKIP00000032011	ccdc126
ENSEEEG00000008388	ENSEEEP00000016919	TRA2A	ENSPKIG00000012298	ENSPKIP00000032037	tra2a
ENSEEEG00000008130	ENSEEEP00000016930	si:ch211-193k19.1	ENSPKIG00000022762	ENSPKIP00000006515	kiaa0319l
ENSEEEG00000008381	ENSEEEP00000016933	PRDM15	ENSPKIG00000020637	ENSPKIP00000002956	PRDM15
ENSEEEG00000008396	ENSEEEP00000016937	C2CD2	ENSPKIG00000020677	ENSPKIP00000002993	C2CD2
ENSEEEG00000008397	ENSEEEP00000016938		ENSPKIG00000013541	ENSPKIP00000034055	
ENSEEEG00000008399	ENSEEEP00000016945	EIF4E2	ENSPKIG00000014411	ENSPKIP00000035455	eif4e2
ENSEEEG00000008400	ENSEEEP00000016946	PBDC1	ENSPKIG00000018127	ENSPKIP00000041667	pbdc1
ENSEEEG00000008401	ENSEEEP00000016947	SKA2	ENSPKIG00000013504	ENSPKIP00000034023	ska2
ENSEEEG00000008402	ENSEEEP00000016953	CAPN10	ENSPKIG00000014289	ENSPKIP00000035284	CAPN10
ENSEEEG00000008404	ENSEEEP00000016956		ENSPKIG00000014243	ENSPKIP00000035198	
ENSEEEG00000008409	ENSEEEP00000016968	CHCHD1	ENSPKIG00000008612	ENSPKIP00000025936	chchd1
ENSEEEG00000007892	ENSEEEP00000016974	SGSM3	ENSPKIG00000003911	ENSPKIP00000018388	sgsm3
ENSEEEG00000007984	ENSEEEP00000016985	anxa5b	ENSPKIG00000013918	ENSPKIP00000034673	ANXA5
ENSEEEG00000008418	ENSEEEP00000016990	RSPH14	ENSPKIG00000020758	ENSPKIP00000003124	rsph14
ENSEEEG00000008433	ENSEEEP00000017010	fgfbp2b	ENSPKIG00000013943	ENSPKIP00000034713	fgfbp2a
