Species1GeneID	Species1ProteinID	Species1GeneName	Species2GeneID	Species2ProteinID	Species2GeneName
ENSDARG00000015866	ENSDARP00000058963	apoa2	ENSEEEG00000025901	ENSEEEP00000059688	APOA2
ENSDARG00000040295	ENSDARP00000058964	apoeb	ENSEEEG00000006563	ENSEEEP00000013030	apoeb
ENSDARG00000040300	ENSDARP00000058969	GTPBP10	ENSEEEG00000005241	ENSEEEP00000010351	GTPBP10
ENSDARG00000040314	ENSDARP00000058992	PSPH	ENSEEEG00000015971	ENSEEEP00000033574	psph
ENSDARG00000040319	ENSDARP00000059000	c5ar1	ENSEEEG00000015867	ENSEEEP00000033381	C5AR1
ENSDARG00000076568	ENSDARP00000059012	SEC61B	ENSEEEG00000019034	ENSEEEP00000040139	SEC61B
ENSDARG00000034403	ENSDARP00000059013	zgc:173443	ENSEEEG00000020399	ENSEEEP00000043194	hp
ENSDARG00000003157	ENSDARP00000059016	nfkbil1	ENSEEEG00000024253	ENSEEEP00000051648	SDHAF1
ENSDARG00000040338	ENSDARP00000059027	HVCN1	ENSEEEG00000024247	ENSEEEP00000051639	HVCN1
ENSDARG00000028715	ENSDARP00000059034	MINDY3	ENSEEEG00000024970	ENSEEEP00000057827	MINDY3
ENSDARG00000040350	ENSDARP00000059052	RPP38	ENSEEEG00000003451	ENSEEEP00000006528	RPP38
ENSDARG00000040374	ENSDARP00000059091	TMEM182	ENSEEEG00000002652	ENSEEEP00000005082	tmem182a
ENSDARG00000040387	ENSDARP00000059116	MMD	ENSEEEG00000025491	ENSEEEP00000064393	MMD
ENSDARG00000040401	ENSDARP00000059139	SLC25A20	ENSEEEG00000022189	ENSEEEP00000047148	SLC25A20
ENSDARG00000040432	ENSDARP00000059187	klf2b	ENSEEEG00000023858	ENSEEEP00000050782	klf2b
ENSDARG00000040440	ENSDARP00000059193	SNRPD2	ENSEEEG00000015163	ENSEEEP00000031750	SNRPD2
ENSDARG00000006447	ENSDARP00000059203	slc19a3a	ENSEEEG00000000447	ENSEEEP00000000630	slc19a3a
ENSDARG00000040455	ENSDARP00000059211	UNC50	ENSEEEG00000003390	ENSEEEP00000006390	UNC50
ENSDARG00000012948	ENSDARP00000059212		ENSEEEG00000021479	ENSEEEP00000045523	ASB18
ENSDARG00000051986	ENSDARP00000059226	NDUFS8	ENSEEEG00000003573	ENSEEEP00000006779	ndufs8a
ENSDARG00000040469	ENSDARP00000059230	ENPP6	ENSEEEG00000015839	ENSEEEP00000033334	ENPP6
ENSDARG00000040474	ENSDARP00000059238	snx10b	ENSEEEG00000014727	ENSEEEP00000030773	snx10b
ENSDARG00000040485	ENSDARP00000059251	GSDME	ENSEEEG00000014945	ENSEEEP00000031193	gsdmeb
ENSDARG00000040490	ENSDARP00000059260	DUSP19	ENSEEEG00000006090	ENSEEEP00000012063	dusp19a
ENSDARG00000054031	ENSDARP00000059263	MXD4	ENSEEEG00000017604	ENSEEEP00000037068	MXD4
ENSDARG00000040505	ENSDARP00000059284	YIF1B	ENSEEEG00000014600	ENSEEEP00000030514	YIF1B
ENSDARG00000040513	ENSDARP00000059297	zgc:92313	ENSEEEG00000020227	ENSEEEP00000042874	zgc:92313
ENSDARG00000040523	ENSDARP00000059306	smpd2a	ENSEEEG00000008916	ENSEEEP00000018130	smpd2a
ENSDARG00000093622	ENSDARP00000059307	spc24	ENSEEEG00000008027	ENSEEEP00000016217	SPC24
ENSDARG00000040538	ENSDARP00000059326	spsb4b	ENSEEEG00000017639	ENSEEEP00000037133	spsb4b
ENSDARG00000040559	ENSDARP00000059353	RAD1	ENSEEEG00000024582	ENSEEEP00000052483	RAD1
ENSDARG00000028973	ENSDARP00000059357	TEKT2	ENSEEEG00000007327	ENSEEEP00000014736	TEKT2
ENSDARG00000040571	ENSDARP00000059375	UBE4A	ENSEEEG00000009606	ENSEEEP00000019611	UBE4A
ENSDARG00000040582	ENSDARP00000059399	C18H3orf33	ENSEEEG00000010059	ENSEEEP00000020623	C3orf33
ENSDARG00000055955	ENSDARP00000059419	lcp2a	ENSEEEG00000007439	ENSEEEP00000014935	lcp2a
ENSDARG00000040607	ENSDARP00000059437	RTF2	ENSEEEG00000007762	ENSEEEP00000015676	RTF2
ENSDARG00000040614	ENSDARP00000059447	SESTD1	ENSEEEG00000005066	ENSEEEP00000010223	SESTD1
ENSDARG00000040620	ENSDARP00000059475	PSMG1	ENSEEEG00000012444	ENSEEEP00000025647	PSMG1
ENSDARG00000040621	ENSDARP00000059477	lrrc32	ENSEEEG00000012441	ENSEEEP00000025643	LRRC32
ENSDARG00000040623	ENSDARP00000059479	FOSL2	ENSEEEG00000006171	ENSEEEP00000012260	FOSL2
ENSDARG00000040628	ENSDARP00000059483	cldn8.2	ENSEEEG00000000309	ENSEEEP00000000416	zgc:110333
ENSDARG00000040644	ENSDARP00000059507	PXYLP1	ENSEEEG00000017644	ENSEEEP00000037148	PXYLP1
ENSDARG00000040657	ENSDARP00000059532	WIPI1	ENSEEEG00000016442	ENSEEEP00000034571	WIPI1
ENSDARG00000040666	ENSDARP00000059548	NIFK	ENSEEEG00000011706	ENSEEEP00000024138	NIFK
ENSDARG00000040668	ENSDARP00000059549	lrrc51	ENSEEEG00000001702	ENSEEEP00000002988	LRRC51
ENSDARG00000035023	ENSDARP00000059559	KHDC4	ENSEEEG00000004598	ENSEEEP00000008905	KHDC4
ENSDARG00000040678	ENSDARP00000059573	CCDC93	ENSEEEG00000019079	ENSEEEP00000040928	CCDC93
ENSDARG00000040695	ENSDARP00000059618	FKBP14	ENSEEEG00000014686	ENSEEEP00000030668	FKBP14
ENSDARG00000040698	ENSDARP00000059622	PLEKHA8	ENSEEEG00000014685	ENSEEEP00000030664	plekha8
ENSDARG00000040730	ENSDARP00000059666	WDR75	ENSEEEG00000023230	ENSEEEP00000049427	WDR75
ENSDARG00000040764	ENSDARP00000059731	ID1	ENSEEEG00000005369	ENSEEEP00000010580	ID1
ENSDARG00000040778	ENSDARP00000059755	RALB	ENSEEEG00000019049	ENSEEEP00000040159	RALB
ENSDARG00000040799	ENSDARP00000059790	SST	ENSEEEG00000014946	ENSEEEP00000031197	sst1.1
ENSDARG00000040803	ENSDARP00000059799	LACTB	ENSEEEG00000015129	ENSEEEP00000031656	LACTB
ENSDARG00000040822	ENSDARP00000059836	FUNDC1	ENSEEEG00000007638	ENSEEEP00000015385	FUNDC1
ENSDARG00000068916	ENSDARP00000059871	ppp1r35	ENSEEEG00000006526	ENSEEEP00000012982	PPP1R35
ENSDARG00000040861	ENSDARP00000059892	TCF25	ENSEEEG00000016702	ENSEEEP00000035814	TCF25
ENSDARG00000040911	ENSDARP00000059953	MEOX2	ENSEEEG00000026381	ENSEEEP00000056970	meox2a
ENSDARG00000040910	ENSDARP00000059954	ildr1b	ENSEEEG00000005135	ENSEEEP00000010121	ildr1b
ENSDARG00000040912	ENSDARP00000059955	KDELR3	ENSEEEG00000015633	ENSEEEP00000032818	KDELR3
ENSDARG00000057562	ENSDARP00000059966	POLR3C	ENSEEEG00000012964	ENSEEEP00000026858	POLR3C
ENSDARG00000040925	ENSDARP00000059973	WNT10B	ENSEEEG00000028403	ENSEEEP00000061607	WNT10B
ENSDARG00000040944	ENSDARP00000060003	ntd5	ENSEEEG00000012833	ENSEEEP00000026533	ntd5
ENSDARG00000040946	ENSDARP00000060005	OLIG2	ENSEEEG00000019319	ENSEEEP00000040764	OLIG2
ENSDARG00000040955	ENSDARP00000060017	dharma	ENSEEEG00000016246	ENSEEEP00000034124	dharma
ENSDARG00000040965	ENSDARP00000060029	zgc:101731	ENSEEEG00000018324	ENSEEEP00000038603	zgc:101731
ENSDARG00000040966	ENSDARP00000060033	zgc:113149	ENSEEEG00000018323	ENSEEEP00000038598	zgc:113149
ENSDARG00000040984	ENSDARP00000060048	HSPA13	ENSEEEG00000016541	ENSEEEP00000034786	HSPA13
ENSDARG00000040982	ENSDARP00000060050	FGF14	ENSEEEG00000002297	ENSEEEP00000004383	FGF14
ENSDARG00000040985	ENSDARP00000060053	ITGBL1	ENSEEEG00000002288	ENSEEEP00000004370	ITGBL1
ENSDARG00000041005	ENSDARP00000060086	or30bx1	ENSEEEG00000028575	ENSEEEP00000058780	
ENSDARG00000041011	ENSDARP00000060097	GEMIN7	ENSEEEG00000022788	ENSEEEP00000048413	GEMIN7
ENSDARG00000041032	ENSDARP00000060124	or40a1	ENSEEEG00000028436	ENSEEEP00000063747	or107-1
ENSDARG00000041040	ENSDARP00000060133	PIGA	ENSEEEG00000018164	ENSEEEP00000038202	PIGA
ENSDARG00000041060	ENSDARP00000060156	lgals9l3	ENSEEEG00000011996	ENSEEEP00000024768	lgals9l3
ENSDARG00000041062	ENSDARP00000060159	CALB2	ENSEEEG00000022119	ENSEEEP00000047003	calb2a
ENSDARG00000041065	ENSDARP00000060161	HSPB1	ENSEEEG00000000101	ENSEEEP00000000138	HSPB1
ENSDARG00000021143	ENSDARP00000060202	rtn1b	ENSEEEG00000023768	ENSEEEP00000061655	rtn1b
ENSDARG00000018671	ENSDARP00000060225	si:ch211-262i1.4	ENSEEEG00000024256	ENSEEEP00000051656	si:ch211-262i1.4
ENSDARG00000041108	ENSDARP00000060244	CTSH	ENSEEEG00000016665	ENSEEEP00000035049	CTSH
ENSDARG00000041113	ENSDARP00000060250	WDR18	ENSEEEG00000005818	ENSEEEP00000063051	WDR18
ENSDARG00000025977	ENSDARP00000060254	BLMH	ENSEEEG00000021947	ENSEEEP00000046733	BLMH
ENSDARG00000041137	ENSDARP00000060303	dhrs13a.3	ENSEEEG00000009298	ENSEEEP00000018961	dhrs13a.3
ENSDARG00000070083	ENSDARP00000060309	ATP5F1B	ENSEEEG00000005607	ENSEEEP00000011070	ATP5F1B
ENSDARG00000041145	ENSDARP00000060310	PAQR5	ENSEEEG00000011027	ENSEEEP00000022736	paqr5a
ENSDARG00000041182	ENSDARP00000060362	RPL4	ENSEEEG00000003795	ENSEEEP00000007521	rpl4
ENSDARG00000041203	ENSDARP00000060398	DRAP1	ENSEEEG00000028014	ENSEEEP00000064331	DRAP1
ENSDARG00000041215	ENSDARP00000060416	cetn4	ENSEEEG00000008523	ENSEEEP00000017248	cetn4
ENSDARG00000041232	ENSDARP00000060443	RPS29	ENSEEEG00000012151	ENSEEEP00000025040	RPS29
ENSDARG00000041237	ENSDARP00000060446	MED18	ENSEEEG00000020813	ENSEEEP00000044045	MED18
ENSDARG00000041257	ENSDARP00000060478	smtnl1	ENSEEEG00000017280	ENSEEEP00000036333	SMTNL1
ENSDARG00000008184	ENSDARP00000060504	mia3	ENSEEEG00000020855	ENSEEEP00000044127	MIA3
ENSDARG00000041292	ENSDARP00000060521	si:ch211-231m23.4	ENSEEEG00000020617	ENSEEEP00000043614	si:ch211-231m23.4
ENSDARG00000041300	ENSDARP00000060526	DRC3	ENSEEEG00000019162	ENSEEEP00000040460	DRC3
ENSDARG00000041306	ENSDARP00000060541	MRPS25	ENSEEEG00000000773	ENSEEEP00000001154	MRPS25
ENSDARG00000041323	ENSDARP00000060560	CSDC2	ENSEEEG00000011143	ENSEEEP00000022958	csdc2a
ENSDARG00000041362	ENSDARP00000060627	CHMP7	ENSEEEG00000026736	ENSEEEP00000053033	CHMP7
ENSDARG00000029556	ENSDARP00000060632	KANSL3	ENSEEEG00000021463	ENSEEEP00000045499	KANSL3
ENSDARG00000041363	ENSDARP00000060634	DCTN3	ENSEEEG00000022905	ENSEEEP00000048681	dctn3
ENSDARG00000041376	ENSDARP00000060656	RMI1	ENSEEEG00000025610	ENSEEEP00000055875	RMI1
ENSDARG00000041417	ENSDARP00000060713	atp6ap1a	ENSEEEG00000009833	ENSEEEP00000020129	atp6ap1a
ENSDARG00000041428	ENSDARP00000060728	YRDC	ENSEEEG00000024017	ENSEEEP00000051156	YRDC
ENSDARG00000041435	ENSDARP00000060744	UBA52	ENSEEEG00000022967	ENSEEEP00000048836	uba52
ENSDARG00000052958	ENSDARP00000060764	nppb	ENSEEEG00000002409	ENSEEEP00000004615	NPPB
ENSDARG00000041481	ENSDARP00000060808	SMG5	ENSEEEG00000020049	ENSEEEP00000054499	SMG5
ENSDARG00000095863	ENSDARP00000060821	afp4	ENSEEEG00000015998	ENSEEEP00000033624	afp4
ENSDARG00000041492	ENSDARP00000060824	si:ch211-196f5.2	ENSEEEG00000015860	ENSEEEP00000033373	si:ch211-196f5.2
ENSDARG00000041502	ENSDARP00000060838	tgfb1a	ENSEEEG00000002400	ENSEEEP00000004598	tgfb1a
ENSDARG00000041511	ENSDARP00000060852	PEX10	ENSEEEG00000003275	ENSEEEP00000006130	PEX10
ENSDARG00000041546	ENSDARP00000060904	GYPC	ENSEEEG00000028953	ENSEEEP00000059315	GYPC
ENSDARG00000010316	ENSDARP00000060918	QARS1	ENSEEEG00000000275	ENSEEEP00000000528	QARS1
ENSDARG00000041576	ENSDARP00000060954	nudt18	ENSEEEG00000010990	ENSEEEP00000022624	NUDT18
ENSDARG00000041589	ENSDARP00000060967	adprhl1	ENSEEEG00000012344	ENSEEEP00000025497	adprhl1
ENSDARG00000041602	ENSDARP00000060978	mmadhca	ENSEEEG00000020832	ENSEEEP00000064469	zgc:92335
ENSDARG00000041607	ENSDARP00000060989	EIF4EBP3	ENSEEEG00000025913	ENSEEEP00000063905	eif4ebp3l
ENSDARG00000041617	ENSDARP00000060997	NME5	ENSEEEG00000002250	ENSEEEP00000004347	nme5
ENSDARG00000041631	ENSDARP00000061015	PSME3IP1	ENSEEEG00000022388	ENSEEEP00000056448	PSME3IP1
ENSDARG00000041644	ENSDARP00000061036	cltrn	ENSEEEG00000001776	ENSEEEP00000003136	si:dkey-194e6.1
ENSDARG00000041706	ENSDARP00000061048	VGLL2	ENSEEEG00000007483	ENSEEEP00000015041	vgll2a
ENSDARG00000041665	ENSDARP00000061069	mkrn1	ENSEEEG00000017755	ENSEEEP00000062148	MKRN1
ENSDARG00000006094	ENSDARP00000061100	IGF2R	ENSEEEG00000014629	ENSEEEP00000032149	IGF2R
ENSDARG00000023117	ENSDARP00000061134	GOPC	ENSEEEG00000007481	ENSEEEP00000015033	gopc
ENSDARG00000020777	ENSDARP00000061140	CEP85L	ENSEEEG00000028960	ENSEEEP00000059626	CEP85L
ENSDARG00000041720	ENSDARP00000061143	ARPC5L	ENSEEEG00000007034	ENSEEEP00000014163	arpc5la
ENSDARG00000041736	ENSDARP00000061172	HSDL1	ENSEEEG00000007419	ENSEEEP00000014895	HSDL1
ENSDARG00000041747	ENSDARP00000061188	SSPN	ENSEEEG00000021644	ENSEEEP00000045916	SSPN
ENSDARG00000041787	ENSDARP00000061246	gja13.1	ENSEEEG00000007415	ENSEEEP00000063729	cx32.3
ENSDARG00000041792	ENSDARP00000061250	gja12.2	ENSEEEG00000007413	ENSEEEP00000014890	cx28.1
ENSDARG00000041797	ENSDARP00000061255	gja12.1	ENSEEEG00000026049	ENSEEEP00000059144	cx28.9
ENSDARG00000041799	ENSDARP00000061260	GJA1	ENSEEEG00000007407	ENSEEEP00000014881	cx43
ENSDARG00000041811	ENSDARP00000061273	RPS25	ENSEEEG00000010938	ENSEEEP00000022529	RPS25
ENSDARG00000041828	ENSDARP00000061300	si:dkeyp-28d2.4	ENSEEEG00000022833	ENSEEEP00000048526	
ENSDARG00000041848	ENSDARP00000061326	rh50	ENSEEEG00000002025	ENSEEEP00000003742	rh50
ENSDARG00000041870	ENSDARP00000061333	IFT172	ENSEEEG00000019225	ENSEEEP00000040670	IFT172
ENSDARG00000041858	ENSDARP00000061335	REN	ENSEEEG00000002172	ENSEEEP00000004260	REN
ENSDARG00000041869	ENSDARP00000061350	TNFRSF19	ENSEEEG00000020404	ENSEEEP00000043205	TNFRSF19
ENSDARG00000041908	ENSDARP00000061405	USP39	ENSEEEG00000004583	ENSEEEP00000009182	USP39
ENSDARG00000041921	ENSDARP00000061434	hsbp1b	ENSEEEG00000014840	ENSEEEP00000031009	hsbp1b
ENSDARG00000056765	ENSDARP00000061480	ela2l	ENSEEEG00000013255	ENSEEEP00000027487	ela2l
ENSDARG00000041960	ENSDARP00000061496	olfm4.2	ENSEEEG00000009313	ENSEEEP00000018996	si:ch211-173a9.6
ENSDARG00000041974	ENSDARP00000061519	brk1	ENSEEEG00000009864	ENSEEEP00000020203	BRK1
ENSDARG00000041976	ENSDARP00000061522	il17a/f3	ENSEEEG00000005440	ENSEEEP00000010745	il17a/f3
ENSDARG00000070957	ENSDARP00000061539	mfsd1l	ENSEEEG00000004738	ENSEEEP00000009224	im:7160594
ENSDARG00000042000	ENSDARP00000061554	si:ch211-63o20.7	ENSEEEG00000005417	ENSEEEP00000010701	si:ch211-63o20.7
ENSDARG00000042014	ENSDARP00000061571	cyp11c1	ENSEEEG00000004639	ENSEEEP00000010428	cyp11c1
ENSDARG00000042025	ENSDARP00000061584	C9H2orf49	ENSEEEG00000000453	ENSEEEP00000000637	C2orf49
ENSDARG00000042027	ENSDARP00000061587	PRRX1	ENSEEEG00000005218	ENSEEEP00000010306	prrx1b
ENSDARG00000042054	ENSDARP00000061632	zgc:171971	ENSEEEG00000001961	ENSEEEP00000003580	zgc:171971
ENSDARG00000042072	ENSDARP00000061662	fbxl17	ENSEEEG00000009433	ENSEEEP00000019263	FBXL17
ENSDARG00000054313	ENSDARP00000061676	zp3f.2	ENSEEEG00000021020	ENSEEEP00000044503	zp3f.2
ENSDARG00000042087	ENSDARP00000061678	DMAP1	ENSEEEG00000019208	ENSEEEP00000040556	DMAP1
ENSDARG00000042106	ENSDARP00000061715	mnx2a	ENSEEEG00000018207	ENSEEEP00000038314	mnx2a
ENSDARG00000042123	ENSDARP00000061734	NUDT3	ENSEEEG00000025714	ENSEEEP00000063467	nudt3b
ENSDARG00000042124	ENSDARP00000061735	si:dkey-4e7.3	ENSEEEG00000019141	ENSEEEP00000040417	si:dkey-4e7.3
ENSDARG00000042139	ENSDARP00000061746	FPGT	ENSEEEG00000013379	ENSEEEP00000027782	FPGT
ENSDARG00000042130	ENSDARP00000061750	zp3a.2	ENSEEEG00000006856	ENSEEEP00000014248	zp2l2
ENSDARG00000042138	ENSDARP00000061764	SELE	ENSEEEG00000012238	ENSEEEP00000025228	SELP
ENSDARG00000042147	ENSDARP00000061774	RBBP5	ENSEEEG00000015235	ENSEEEP00000032931	RBBP5
ENSDARG00000042182	ENSDARP00000061828	DRC1	ENSEEEG00000020781	ENSEEEP00000043988	DRC1
ENSDARG00000054220	ENSDARP00000061852	AP4S1	ENSEEEG00000001459	ENSEEEP00000002504	AP4S1
ENSDARG00000042272	ENSDARP00000061995	TMEM231	ENSEEEG00000006262	ENSEEEP00000012526	TMEM231
ENSDARG00000042322	ENSDARP00000062065	si:dkey-177p2.6	ENSEEEG00000011051	ENSEEEP00000022783	si:dkey-177p2.6
ENSDARG00000042337	ENSDARP00000062079	chrac1	ENSEEEG00000022025	ENSEEEP00000046772	CHRAC1
ENSDARG00000042338	ENSDARP00000062080	lpar2a	ENSEEEG00000020789	ENSEEEP00000044098	lpar2a
ENSDARG00000042344	ENSDARP00000062091	TRMT6	ENSEEEG00000012462	ENSEEEP00000025713	TRMT6
ENSDARG00000042341	ENSDARP00000062093	LYSET	ENSEEEG00000011967	ENSEEEP00000024720	TMEM251
ENSDARG00000042345	ENSDARP00000062095	si:dkeyp-55f12.3	ENSEEEG00000011968	ENSEEEP00000024721	si:dkeyp-55f12.3
ENSDARG00000027538	ENSDARP00000062108	NOXRED1	ENSEEEG00000016862	ENSEEEP00000062354	NOXRED1
ENSDARG00000042357	ENSDARP00000062115	cldnk	ENSEEEG00000025211	ENSEEEP00000052791	cldnk
ENSDARG00000042379	ENSDARP00000062134	TMEM120A	ENSEEEG00000012211	ENSEEEP00000025304	TMEM120A
ENSDARG00000114099	ENSDARP00000062165	trim35-30	ENSEEEG00000007135	ENSEEEP00000014420	CCND1
ENSDARG00000042401	ENSDARP00000062174	DERL2	ENSEEEG00000004916	ENSEEEP00000009655	DERL2
ENSDARG00000042456	ENSDARP00000062253	MAD2L2	ENSEEEG00000000859	ENSEEEP00000001265	MAD2L2
ENSDARG00000075768	ENSDARP00000062263	SDHB	ENSEEEG00000022160	ENSEEEP00000047076	SDHB
ENSDARG00000042510	ENSDARP00000062337	acot20	ENSEEEG00000013527	ENSEEEP00000028108	acot21
ENSDARG00000042522	ENSDARP00000062349	KATNBL1	ENSEEEG00000010426	ENSEEEP00000021398	KATNBL1
ENSDARG00000042527	ENSDARP00000062358	UNG	ENSEEEG00000023329	ENSEEEP00000049622	unga
ENSDARG00000042534	ENSDARP00000062365	RSRC2	ENSEEEG00000023298	ENSEEEP00000049551	RSRC2
ENSDARG00000042536	ENSDARP00000062374	tmem81	ENSEEEG00000015879	ENSEEEP00000033412	si:dkey-48j7.3
ENSDARG00000042539	ENSDARP00000062382	ywhaqa	ENSEEEG00000010207	ENSEEEP00000020953	ywhaqa
ENSDARG00000042548	ENSDARP00000062401	TPD52L1	ENSEEEG00000017530	ENSEEEP00000036909	TPD52L1
ENSDARG00000055757	ENSDARP00000062402	TMEM9	ENSEEEG00000014098	ENSEEEP00000029448	TMEM9
ENSDARG00000042553	ENSDARP00000062413	PEX7	ENSEEEG00000017466	ENSEEEP00000036864	PEX7
ENSDARG00000042555	ENSDARP00000062417	DYM	ENSEEEG00000003488	ENSEEEP00000006592	DYM
ENSDARG00000042559	ENSDARP00000062422	tnni1c	ENSEEEG00000015597	ENSEEEP00000032730	tnni1c
ENSDARG00000042561	ENSDARP00000062425	LPAR2	ENSEEEG00000020263	ENSEEEP00000043133	LPAR2
ENSDARG00000042562	ENSDARP00000062428	ALLC	ENSEEEG00000009756	ENSEEEP00000019965	ALLC
ENSDARG00000042571	ENSDARP00000062440	RNASEH1	ENSEEEG00000009735	ENSEEEP00000019908	rnaseh1
ENSDARG00000042608	ENSDARP00000062506	ICA1	ENSEEEG00000005408	ENSEEEP00000010725	ICA1
ENSDARG00000042620	ENSDARP00000062517	gstr	ENSEEEG00000017081	ENSEEEP00000035917	gstr
ENSDARG00000042623	ENSDARP00000062524	acbd3	ENSEEEG00000009692	ENSEEEP00000019871	ACBD3
ENSDARG00000042630	ENSDARP00000062535	HEBP2	ENSEEEG00000009687	ENSEEEP00000019793	HEBP2
ENSDARG00000042641	ENSDARP00000062550	CYP51A1	ENSEEEG00000016683	ENSEEEP00000035082	cyp51
ENSDARG00000042642	ENSDARP00000062551	WTAP	ENSEEEG00000009684	ENSEEEP00000019785	WTAP
ENSDARG00000042644	ENSDARP00000062555	SOD2	ENSEEEG00000009496	ENSEEEP00000019686	SOD2
ENSDARG00000042659	ENSDARP00000062575	THYN1	ENSEEEG00000011478	ENSEEEP00000023697	THYN1
ENSDARG00000042663	ENSDARP00000062581	si:dkeyp-70f9.7	ENSEEEG00000028336	ENSEEEP00000058511	
ENSDARG00000042671	ENSDARP00000062590	ODR4	ENSEEEG00000019296	ENSEEEP00000040710	ODR4
ENSDARG00000042722	ENSDARP00000062683	blnk	ENSEEEG00000006344	ENSEEEP00000012639	BLNK
ENSDARG00000042726	ENSDARP00000062698	GRB7	ENSEEEG00000001027	ENSEEEP00000001606	GRB7
ENSDARG00000042725	ENSDARP00000062701	CEBPB	ENSEEEG00000001051	ENSEEEP00000001640	CEBPB
ENSDARG00000042728	ENSDARP00000062703	PLAA	ENSEEEG00000019650	ENSEEEP00000053257	PLAA
ENSDARG00000042732	ENSDARP00000062705	peds1	ENSEEEG00000001053	ENSEEEP00000001644	tmem189
ENSDARG00000054250	ENSDARP00000062723	CRBN	ENSEEEG00000009825	ENSEEEP00000020115	CRBN
ENSDARG00000042742	ENSDARP00000062726	STX6	ENSEEEG00000017182	ENSEEEP00000036120	STX6
ENSDARG00000042747	ENSDARP00000062735	COASY	ENSEEEG00000001007	ENSEEEP00000001568	COASY
ENSDARG00000042751	ENSDARP00000062744	RIOK3	ENSEEEG00000016342	ENSEEEP00000034863	RIOK3
ENSDARG00000042777	ENSDARP00000062786	ndufa11	ENSEEEG00000024109	ENSEEEP00000051375	ndufa11
ENSDARG00000105827	ENSDARP00000062829	or62c1	ENSEEEG00000023432	ENSEEEP00000049854	
ENSDARG00000042821	ENSDARP00000062849	AGPS	ENSEEEG00000010447	ENSEEEP00000023029	AGPS
ENSDARG00000042824	ENSDARP00000062853	NFE2L2	ENSEEEG00000026803	ENSEEEP00000062289	nfe2l2a
ENSDARG00000042826	ENSDARP00000062854	EGR2	ENSEEEG00000015384	ENSEEEP00000032252	egr2b
ENSDARG00000042825	ENSDARP00000062855	rnf169	ENSEEEG00000023475	ENSEEEP00000049936	
ENSDARG00000042827	ENSDARP00000062857	ADO	ENSEEEG00000015385	ENSEEEP00000032253	adoa
ENSDARG00000042837	ENSDARP00000062873	atp1b3b	ENSEEEG00000023487	ENSEEEP00000049962	atp1b3b
ENSDARG00000042845	ENSDARP00000062884	oxt	ENSEEEG00000016825	ENSEEEP00000035506	oxt
ENSDARG00000042854	ENSDARP00000062897	EPHX1	ENSEEEG00000001176	ENSEEEP00000060696	ephx5
ENSDARG00000042864	ENSDARP00000062907	RPL7L1	ENSEEEG00000026631	ENSEEEP00000054365	RPL7L1
ENSDARG00000042866	ENSDARP00000062916	GJB3	ENSEEEG00000019981	ENSEEEP00000042308	cx35.4
ENSDARG00000042873	ENSDARP00000062924	SLC25A27	ENSEEEG00000024636	ENSEEEP00000059658	SLC25A27
ENSDARG00000042876	ENSDARP00000062930	ABRACL	ENSEEEG00000024634	ENSEEEP00000059868	abracl
ENSDARG00000042877	ENSDARP00000062934	HECA	ENSEEEG00000024632	ENSEEEP00000052589	HECA
ENSDARG00000042881	ENSDARP00000062940	NTHL1	ENSEEEG00000018316	ENSEEEP00000038588	NTHL1
ENSDARG00000042892	ENSDARP00000062956	PAIP1	ENSEEEG00000007904	ENSEEEP00000015973	PAIP1
ENSDARG00000042905	ENSDARP00000062982	RPL10A	ENSEEEG00000007214	ENSEEEP00000014603	RPL10A
ENSDARG00000042925	ENSDARP00000063007	mfng	ENSEEEG00000021008	ENSEEEP00000044482	MFNG
ENSDARG00000042927	ENSDARP00000063009	MAPRE1	ENSEEEG00000016303	ENSEEEP00000034235	mapre1a
ENSDARG00000042948	ENSDARP00000063056	DNAJC5	ENSEEEG00000016112	ENSEEEP00000033842	dnajc5aa
ENSDARG00000042970	ENSDARP00000063088	gng8	ENSEEEG00000005162	ENSEEEP00000010176	GNG8
ENSDARG00000042975	ENSDARP00000063092	AUH	ENSEEEG00000019785	ENSEEEP00000041889	AUH
ENSDARG00000043004	ENSDARP00000063136	si:dkeyp-117h8.4	ENSEEEG00000019236	ENSEEEP00000040606	si:dkeyp-117h8.4
ENSDARG00000032087	ENSDARP00000063146	SGSH	ENSEEEG00000012768	ENSEEEP00000026360	SGSH
ENSDARG00000043009	ENSDARP00000063149	FAM43A	ENSEEEG00000011670	ENSEEEP00000024062	FAM43A
ENSDARG00000006617	ENSDARP00000063150	NAPG	ENSEEEG00000007663	ENSEEEP00000015462	napga
ENSDARG00000043011	ENSDARP00000063151	CHST14	ENSEEEG00000019255	ENSEEEP00000040628	chst14
ENSDARG00000043021	ENSDARP00000063156	SLC26A11	ENSEEEG00000012771	ENSEEEP00000026384	SLC26A11
ENSDARG00000043079	ENSDARP00000063241	MMP23B	ENSEEEG00000001951	ENSEEEP00000003567	MMP23B
ENSDARG00000043081	ENSDARP00000063250	CTSZ	ENSEEEG00000017784	ENSEEEP00000037434	CTSZ
ENSDARG00000043095	ENSDARP00000063273	KCTD6	ENSEEEG00000007848	ENSEEEP00000015880	kctd6a
ENSDARG00000043105	ENSDARP00000063286	QTRT1	ENSEEEG00000007318	ENSEEEP00000014727	QTRT1
ENSDARG00000043128	ENSDARP00000063319	cldne	ENSEEEG00000026673	ENSEEEP00000063679	CLDN4
